Policy_ID,Trip_Type,Destination,Duration_Days,Premium,Coverage_Amount,Medical_Cover,Trip_Cancellation,Baggage_Loss,Claim_Status,No_Claim_Years
T00408,International,UAE,18,2815.71,180670,Yes,No,No,No,5
T00409,International,Australia,27,8429.97,634168,Yes,Yes,No,No,5
T00410,International,India,21,1259.31,64224,No,Yes,Yes,No,3
T00411,International,India,21,8510.1,274691,No,No,No,No,2
T00412,International,USA,9,5745.04,421176,Yes,No,No,Yes,3
T00413,Domestic,USA,16,7500.92,528126,No,No,Yes,No,1
T00414,Domestic,UK,4,5736.92,275138,Yes,No,No,Yes,1
T00415,Domestic,Singapore,14,837.03,73154,Yes,No,No,No,5
T00416,International,UAE,11,5964.08,161460,Yes,No,No,No,2
T00417,International,India,2,4591.0,192822,Yes,No,No,Yes,0
T00418,Domestic,UAE,11,5618.34,229320,Yes,Yes,No,Yes,1
T00419,International,Australia,22,5494.93,212765,Yes,Yes,No,No,5
T00420,International,Singapore,18,1569.87,71484,Yes,Yes,Yes,No,4
T00421,International,Singapore,10,7558.59,434824,Yes,No,No,No,5
T00422,Domestic,UAE,24,4713.8,235690,Yes,No,No,No,1
T00423,Domestic,Australia,27,6663.02,176774,Yes,No,No,No,1
T00424,International,UAE,23,2321.27,107856,Yes,No,No,No,5
T00425,International,Europe,28,4584.0,206280,Yes,Yes,No,No,0
T00426,Domestic,UK,26,3522.88,262010,No,Yes,No,No,3
T00427,International,UAE,24,7304.92,149080,Yes,No,No,No,1
T00428,International,Australia,12,1817.78,118649,Yes,No,No,No,5
T00429,International,Singapore,7,8481.49,365937,Yes,No,Yes,Yes,5
T00430,International,Australia,6,6377.06,185920,Yes,Yes,No,No,2
T00431,Domestic,Australia,1,2610.87,61028,No,No,No,No,3
T00432,Domestic,Europe,22,4340.66,324714,Yes,No,Yes,Yes,4
T00433,Domestic,Singapore,16,3110.0,227030,Yes,No,Yes,Yes,0
T00434,International,Europe,9,719.45,46020,Yes,Yes,No,Yes,4
T00435,Domestic,Singapore,8,849.9,55083,No,Yes,No,No,3
T00436,Domestic,Singapore,22,1736.5,130995,Yes,Yes,No,No,3
T00437,International,USA,1,4829.26,148799,Yes,No,No,Yes,3
T00438,Domestic,India,20,7593.86,461048,No,No,Yes,No,4
T00439,International,India,8,5113.5,347712,Yes,No,No,No,3
T00440,International,Europe,12,4490.68,158976,Yes,Yes,Yes,Yes,5
T00441,International,Europe,10,2413.84,159637,Yes,No,Yes,No,4
T00442,International,Europe,23,7722.48,196920,Yes,No,No,Yes,3
T00443,Domestic,USA,6,7419.38,623808,Yes,No,No,No,5
T00444,Domestic,USA,9,6996.51,488095,Yes,Yes,No,Yes,2
T00445,International,Singapore,10,7085.29,511904,Yes,No,No,Yes,3
T00446,International,Australia,18,4953.12,424230,Yes,Yes,Yes,Yes,4
T00447,Domestic,UAE,1,8866.06,253316,Yes,Yes,No,No,1
T00448,Domestic,Europe,10,4562.9,252096,No,Yes,No,No,3
T00449,International,Australia,14,3287.9,154330,Yes,No,No,No,1
T00450,International,UK,18,5403.64,280966,Yes,No,No,Yes,5
T00451,International,Australia,18,2210.84,149630,Yes,No,No,No,2
T00452,International,USA,22,4256.0,191520,Yes,Yes,Yes,No,0
T00453,International,Europe,9,6753.53,168768,Yes,No,No,No,2
T00454,Domestic,Singapore,5,9286.74,335478,No,Yes,Yes,Yes,3
T00455,International,India,9,7939.96,226856,No,No,No,No,1
T00456,Domestic,Australia,7,1379.84,63360,Yes,No,No,No,1
T00457,Domestic,Europe,21,9036.44,724978,Yes,Yes,No,No,4
T00458,Domestic,UK,8,4571.7,284565,Yes,No,No,No,1
T00459,Domestic,Australia,25,6578.33,506372,No,No,No,No,4
T00460,Domestic,India,6,8429.06,559500,Yes,No,No,No,5
T00461,International,UAE,18,2281.0,125455,No,No,No,No,0
T00462,Domestic,Australia,22,7808.13,240584,No,No,No,No,3
T00463,International,UK,11,8609.38,532038,Yes,No,No,No,4
T00464,International,Australia,14,8907.0,534420,Yes,No,No,No,0
T00465,Domestic,USA,5,2043.3,131355,Yes,No,Yes,No,1
T00466,International,India,12,5366.48,169756,Yes,Yes,No,No,1
T00467,International,Australia,16,4037.0,137258,No,No,No,No,0
T00468,Domestic,India,25,7573.44,316848,Yes,No,No,No,1
T00469,International,USA,3,4852.25,203984,Yes,Yes,No,No,5
T00470,Domestic,USA,13,3529.81,234300,Yes,No,No,No,5
T00471,International,UK,15,6822.0,538938,Yes,No,Yes,No,0
T00472,Domestic,UAE,5,2428.6,189576,Yes,No,No,No,4
T00473,International,India,28,4056.58,171522,Yes,No,No,No,4
T00474,International,Europe,9,9335.0,448080,No,Yes,Yes,Yes,0
T00475,International,UK,22,6871.64,469350,Yes,No,No,No,4
T00476,International,Europe,1,4502.08,248931,Yes,No,No,No,4
T00477,International,Singapore,22,5551.88,343952,Yes,No,No,No,5
T00478,Domestic,Europe,9,4972.49,199467,Yes,No,No,No,4
T00479,Domestic,Australia,13,1063.16,84132,Yes,No,No,No,2
T00480,International,India,18,8480.14,414460,Yes,No,Yes,No,3
T00481,International,India,9,9291.38,540417,Yes,Yes,Yes,No,1
T00482,International,Europe,3,7896.41,345324,Yes,No,No,No,2
T00483,Domestic,UK,10,4597.08,254184,Yes,No,No,No,4
T00484,Domestic,Singapore,29,6440.44,520125,Yes,Yes,Yes,Yes,5
T00485,International,USA,19,4902.0,362748,Yes,No,No,Yes,0
T00486,International,USA,17,2652.73,103536,Yes,Yes,No,No,4
T00487,Domestic,Europe,21,1382.09,110088,Yes,No,No,No,5
T00488,Domestic,Singapore,20,5298.91,197050,Yes,No,No,No,3
T00489,International,UK,21,1191.7,96900,Yes,Yes,No,No,4
T00490,International,UK,3,927.0,53766,Yes,No,No,No,0
T00491,Domestic,USA,14,6736.02,305532,Yes,No,Yes,No,5
T00492,Domestic,USA,28,6740.54,350479,Yes,No,No,No,5
T00493,International,Australia,14,2381.83,163370,Yes,No,No,Yes,5
T00494,Domestic,UAE,8,3183.11,229976,Yes,No,No,Yes,3
T00495,Domestic,UAE,1,7880.71,512640,Yes,No,No,No,4
T00496,Domestic,USA,7,2764.28,85173,No,Yes,Yes,No,3
T00497,International,India,4,3466.26,201609,Yes,Yes,No,No,1
T00498,International,UAE,26,4445.28,154224,Yes,No,No,No,1
T00499,Domestic,India,11,6807.08,228780,Yes,No,Yes,No,4
T00500,Domestic,USA,5,1057.9,33720,Yes,No,Yes,Yes,3
T00501,Domestic,USA,1,6101.0,262343,Yes,No,No,No,0
T00502,International,India,29,997.02,70592,Yes,No,No,No,5
T00503,Domestic,Australia,19,4165.27,175104,Yes,No,Yes,No,5
T00504,International,USA,26,892.85,60016,Yes,No,Yes,No,4
T00505,International,Australia,22,9753.94,238872,No,No,No,No,1
T00506,Domestic,India,2,7203.98,551325,Yes,Yes,No,No,1
T00507,International,India,29,6889.68,221038,Yes,No,No,No,5
T00508,Domestic,UK,20,1877.02,146520,Yes,Yes,No,Yes,4
T00509,International,India,23,7104.12,475524,No,Yes,No,No,3
T00510,Domestic,Europe,8,6177.92,132384,Yes,No,No,No,1
T00511,Domestic,USA,25,5285.73,370656,Yes,Yes,No,No,3
T00512,International,India,1,839.86,52277,Yes,No,No,Yes,1
T00513,Domestic,USA,11,5040.14,154290,Yes,Yes,No,No,1
T00514,International,USA,19,4477.38,358974,Yes,No,No,No,2
T00515,International,Australia,9,9087.54,333828,Yes,No,No,No,1
T00516,International,UK,26,8676.0,277632,Yes,No,No,No,0
T00517,International,Australia,26,6612.46,236577,Yes,Yes,No,No,4
T00518,International,UK,6,1068.1,57900,Yes,No,No,No,4
T00519,Domestic,Europe,22,3731.83,222040,Yes,No,No,No,3
T00520,Domestic,USA,14,952.56,37908,Yes,Yes,Yes,No,1
T00521,International,USA,7,1057.0,54964,No,No,Yes,No,0
T00522,International,UK,28,1208.49,100152,No,No,No,No,3
T00523,Domestic,UK,10,3363.32,182104,Yes,No,No,Yes,2
T00524,Domestic,India,25,5081.5,334738,Yes,No,No,No,3
T00525,International,UAE,23,6887.64,365900,Yes,Yes,No,No,3
T00526,Domestic,USA,14,6692.42,307305,Yes,No,No,No,1
T00527,International,Australia,25,6770.82,352500,Yes,Yes,No,No,2
T00528,Domestic,USA,14,8043.43,196558,No,Yes,No,No,3
T00529,International,USA,19,671.0,37576,Yes,Yes,Yes,No,0
T00530,International,UAE,11,3641.0,141999,Yes,Yes,No,No,0
T00531,Domestic,UK,1,8253.35,366868,Yes,No,No,Yes,4
T00532,Domestic,Australia,18,2507.6,177548,Yes,No,Yes,No,2
T00533,Domestic,Australia,21,8240.23,514800,Yes,No,No,No,2
T00534,International,Singapore,7,7541.28,474208,Yes,No,No,Yes,4
T00535,International,Singapore,15,518.6,19285,No,No,Yes,No,3
T00536,International,Singapore,29,3269.2,142968,Yes,No,Yes,No,2
T00537,International,USA,15,587.0,15849,Yes,No,Yes,No,0
T00538,International,Europe,20,5373.0,268650,Yes,No,No,Yes,0
T00539,Domestic,UAE,19,2101.12,77184,Yes,No,No,Yes,1
T00540,International,UK,19,7451.74,232770,Yes,No,Yes,Yes,2
T00541,Domestic,India,4,7079.65,466364,Yes,Yes,No,No,3
T00542,International,Singapore,13,5742.66,273944,Yes,No,Yes,No,4
T00543,International,Europe,25,7189.86,319595,Yes,No,No,No,4
T00544,International,Europe,26,9183.21,253682,No,No,Yes,No,3
T00545,Domestic,Singapore,1,6491.06,315964,Yes,No,No,No,5
T00546,International,Europe,22,6628.72,223212,No,No,Yes,No,1
T00547,Domestic,Australia,7,8034.75,583637,Yes,No,No,No,4
T00548,Domestic,Europe,5,6207.07,232668,Yes,No,Yes,No,2
T00549,Domestic,Australia,22,1790.46,58464,Yes,No,No,No,1
T00550,Domestic,Australia,28,9417.68,490300,Yes,Yes,Yes,No,2
T00551,Domestic,USA,22,5512.0,121264,Yes,Yes,Yes,No,0
T00552,International,UAE,19,8913.1,545700,Yes,Yes,No,Yes,1
T00553,Domestic,Europe,25,1908.38,45518,Yes,Yes,No,Yes,4
T00554,International,Australia,1,6265.14,358008,Yes,No,No,Yes,1
T00555,Domestic,India,19,9555.0,399750,Yes,No,No,No,1
T00556,Domestic,Australia,1,1452.36,42978,Yes,No,No,No,1
T00557,International,India,4,7325.37,299848,Yes,No,No,No,5
T00558,International,Australia,5,5280.24,145476,No,Yes,No,No,1
T00559,International,Europe,12,7294.24,387345,Yes,No,No,No,2
T00560,Domestic,UK,27,4616.0,110784,No,No,No,No,0
T00561,Domestic,UAE,6,3922.89,241744,Yes,Yes,No,No,3
T00562,International,Singapore,21,3772.02,223242,Yes,No,No,Yes,1
T00563,Domestic,Singapore,22,8281.02,538680,Yes,No,No,No,4
T00564,Domestic,UAE,23,9009.14,183860,Yes,No,No,Yes,1
T00565,Domestic,UAE,9,4738.21,246576,Yes,No,No,No,4
T00566,Domestic,Singapore,25,5276.44,230748,Yes,No,No,No,2
T00567,Domestic,India,2,1377.1,61213,Yes,No,No,No,4
T00568,International,Europe,12,5673.51,373736,Yes,No,No,Yes,3
T00569,International,India,22,3358.0,107456,Yes,Yes,Yes,No,0
T00570,Domestic,Europe,26,3262.42,166239,No,No,No,No,4
T00571,Domestic,USA,28,562.64,12200,Yes,Yes,No,No,4
T00572,International,USA,24,7270.0,523440,Yes,No,No,No,0
T00573,Domestic,UK,10,5426.91,426684,Yes,No,No,No,3
T00574,International,India,7,1871.8,63030,Yes,No,No,No,1
T00575,Domestic,Singapore,13,2777.25,165605,Yes,Yes,No,Yes,4
T00576,Domestic,UAE,16,8757.0,192654,Yes,No,Yes,No,0
T00577,International,USA,7,1973.62,119190,Yes,No,Yes,No,2
T00578,Domestic,Singapore,24,5589.0,262683,Yes,No,No,No,0
T00579,International,USA,14,7033.01,549225,Yes,No,Yes,No,2
T00580,Domestic,Australia,4,5721.51,376898,No,No,No,No,3
T00581,Domestic,India,25,5174.4,411840,Yes,Yes,Yes,No,1
T00582,Domestic,UK,27,9817.0,284693,Yes,No,Yes,No,0
T00583,International,Australia,9,4662.42,154740,Yes,Yes,No,No,5
T00584,Domestic,Europe,19,8611.23,662856,Yes,No,No,Yes,4
T00585,Domestic,USA,7,8289.08,281824,Yes,Yes,No,No,3
T00586,Domestic,India,26,5282.0,332766,Yes,Yes,No,No,0
T00587,Domestic,Singapore,13,4604.46,249600,Yes,Yes,No,No,4
T00588,International,India,6,9971.0,458666,No,No,No,No,0
T00589,International,UK,15,6892.79,301434,Yes,Yes,No,No,2
T00590,International,Europe,3,4631.0,291753,No,No,No,Yes,0
T00591,International,USA,29,1388.42,59904,Yes,Yes,No,No,5
T00592,International,India,7,2861.0,188826,Yes,No,No,Yes,0
T00593,Domestic,UAE,5,9142.0,566804,Yes,No,No,No,0
T00594,International,India,6,2844.64,116439,Yes,No,Yes,No,5
T00595,International,Australia,3,7970.01,364124,No,No,No,No,3
T00596,International,UAE,1,7318.0,482988,Yes,No,No,No,0
T00597,International,Australia,14,3814.55,113940,No,No,Yes,No,5
T00598,Domestic,Singapore,1,8256.12,563913,Yes,Yes,No,No,4
T00599,International,UK,8,3152.03,203484,Yes,No,No,No,2
T00600,International,India,13,3374.85,260036,Yes,No,No,No,2
T00601,Domestic,UK,16,2557.0,194332,Yes,No,No,No,0
T00602,Domestic,USA,28,5575.62,390984,No,No,Yes,No,3
T00603,Domestic,Singapore,12,3189.7,81336,No,Yes,No,No,3
T00604,Domestic,UAE,24,1346.66,89060,Yes,Yes,No,No,4
T00605,Domestic,Australia,22,4380.0,183960,Yes,No,No,Yes,0
T00606,International,UAE,23,6465.41,511632,Yes,No,No,Yes,2
T00607,Domestic,UAE,2,4973.26,285336,Yes,Yes,Yes,No,3
T00608,Domestic,UAE,17,6449.0,354695,Yes,No,No,No,0
T00609,International,Europe,24,4902.67,364630,Yes,No,No,No,3
T00610,International,India,14,1726.49,84040,Yes,No,No,No,5
T00611,International,UAE,3,5728.09,176494,Yes,No,No,No,3
T00612,International,Singapore,7,2492.24,197220,Yes,No,No,Yes,2
T00613,Domestic,Europe,6,7485.24,595764,No,No,No,No,1
T00614,Domestic,UK,16,4674.56,243264,Yes,No,No,No,4
T00615,Domestic,UK,13,8128.83,502341,No,No,No,No,4
T00616,Domestic,USA,16,2013.96,140499,Yes,No,Yes,No,2
T00617,International,UK,11,8636.38,367040,Yes,No,No,No,3
T00618,Domestic,USA,19,9715.0,709195,Yes,No,No,Yes,0
T00619,Domestic,Europe,14,8746.5,269497,Yes,Yes,No,No,3
T00620,Domestic,Australia,3,5855.56,158522,No,Yes,No,No,2
T00621,International,India,3,1445.35,108123,Yes,Yes,No,No,4
T00622,International,UAE,27,5346.91,380627,No,No,No,No,3
T00623,International,Singapore,25,1074.56,67570,Yes,No,No,No,4
T00624,International,Europe,26,7277.0,385681,Yes,Yes,No,No,0
T00625,Domestic,India,2,6057.19,190443,Yes,No,Yes,No,4
T00626,International,Europe,1,5755.58,287040,Yes,No,No,No,4
T00627,Domestic,India,14,6585.6,504000,Yes,No,No,No,1
T00628,International,UK,26,9167.9,729690,Yes,No,No,No,1
T00629,Domestic,UAE,16,8439.91,522872,Yes,Yes,Yes,No,5
T00630,International,Singapore,24,1158.36,86286,Yes,No,No,Yes,1
T00631,International,USA,25,2805.84,146016,No,Yes,No,Yes,4
T00632,Domestic,Singapore,7,3082.88,243960,Yes,No,No,No,2
T00633,International,India,13,7326.37,571896,Yes,No,No,No,4
T00634,International,UK,2,3301.86,158148,Yes,No,No,No,2
T00635,Domestic,Australia,21,3815.67,250299,Yes,No,No,No,2
T00636,International,Europe,7,3264.38,93268,Yes,No,No,No,1
T00637,Domestic,Singapore,17,1746.85,38976,Yes,No,Yes,Yes,3
T00638,International,UK,16,7484.0,553816,Yes,No,No,Yes,0
T00639,International,UAE,28,3205.58,130840,Yes,Yes,No,No,1
T00640,International,USA,15,9653.98,512252,Yes,No,No,No,1
T00641,International,Singapore,19,8290.96,572585,Yes,No,No,No,3
T00642,International,UAE,12,7123.0,320535,Yes,Yes,No,No,0
T00643,International,Singapore,15,5778.64,131565,No,Yes,No,No,4
T00644,International,UAE,5,5899.89,332877,Yes,Yes,No,No,5
T00645,International,UK,4,8915.37,611506,No,No,No,Yes,5
T00646,International,Australia,11,7010.92,281237,Yes,No,No,No,4
T00647,Domestic,USA,20,7119.7,152565,No,No,No,No,1
T00648,Domestic,Singapore,21,1162.0,38346,Yes,No,Yes,No,0
T00649,Domestic,India,21,2884.14,135378,No,No,No,Yes,1
T00650,Domestic,USA,19,895.09,54056,No,No,No,No,2
T00651,International,USA,16,4561.9,176890,Yes,Yes,No,No,1
T00652,International,Singapore,24,6730.64,473892,No,Yes,No,Yes,1
T00653,International,Europe,18,8569.72,380931,No,No,No,Yes,4
T00654,Domestic,USA,16,8468.26,201982,Yes,No,No,No,4
T00655,International,India,3,5535.13,234039,Yes,No,Yes,No,4
T00656,Domestic,Singapore,29,2838.31,65940,Yes,No,No,Yes,5
T00657,International,Singapore,23,7507.45,351765,Yes,No,No,No,2
T00658,International,UK,3,3024.45,236088,Yes,No,No,No,4
T00659,Domestic,USA,29,7414.0,281732,Yes,No,No,No,0
T00660,International,UK,24,3735.0,136356,Yes,No,No,No,5
T00661,International,USA,18,5311.15,180576,Yes,No,No,No,3
T00662,International,Australia,14,4409.0,101407,Yes,Yes,No,No,0
T00663,International,UK,22,6286.0,138292,Yes,No,Yes,No,0
T00664,International,Australia,28,3483.78,222843,Yes,No,No,No,4
T00665,Domestic,Australia,7,7694.24,376050,Yes,Yes,No,Yes,3
T00666,Domestic,UAE,12,2864.05,191709,Yes,No,No,Yes,3
T00667,International,UAE,18,7824.34,597264,Yes,No,No,No,5
T00668,Domestic,UK,28,4605.25,117432,Yes,No,No,No,3
T00669,International,Australia,29,2204.12,151470,Yes,Yes,No,No,2
T00670,International,UK,20,5091.47,353280,No,No,No,Yes,4
T00671,International,USA,25,5882.45,412500,Yes,No,No,No,3
T00672,International,Europe,20,3189.94,81167,Yes,No,Yes,No,5
T00673,International,India,3,7609.25,538764,Yes,No,No,No,2
T00674,International,Singapore,27,564.48,28800,No,No,No,No,1
T00675,Domestic,UAE,9,1076.04,46116,Yes,Yes,Yes,No,1
T00676,Domestic,Australia,25,4438.01,203324,Yes,No,No,No,2
T00677,International,UAE,19,1799.71,85613,Yes,No,No,No,5
T00678,International,Singapore,3,5985.21,255512,Yes,Yes,Yes,No,2
T00679,International,Australia,2,4247.51,211830,Yes,Yes,Yes,No,4
T00680,International,UAE,3,871.64,71820,Yes,Yes,No,No,4
T00681,Domestic,India,9,5766.32,364808,Yes,No,No,No,1
T00682,Domestic,Australia,14,3924.77,200160,Yes,No,No,No,3
T00683,International,UK,14,895.79,24775,Yes,No,Yes,No,5
T00684,International,USA,15,7033.46,459328,Yes,No,Yes,No,1
T00685,International,Singapore,7,8908.38,312345,Yes,Yes,No,No,3
T00686,International,UK,7,5263.15,234864,Yes,No,No,Yes,3
T00687,International,UAE,6,7245.2,267070,Yes,No,No,No,4
T00688,International,Singapore,27,533.0,17589,Yes,Yes,Yes,No,0
T00689,International,UK,20,4778.0,210232,Yes,No,No,No,0
T00690,Domestic,USA,25,3320.1,183221,Yes,No,No,Yes,2
T00691,International,USA,17,6356.96,158516,Yes,No,No,No,4
T00692,International,UK,8,3137.93,186704,Yes,No,No,No,3
T00693,Domestic,UAE,2,8922.6,710712,Yes,No,No,Yes,5
T00694,Domestic,Australia,10,1108.0,56508,Yes,Yes,No,No,0
T00695,Domestic,Australia,22,4030.18,128460,Yes,No,No,No,3
T00696,Domestic,Australia,11,5914.0,230646,Yes,No,Yes,No,0
T00697,Domestic,USA,6,6426.0,443394,Yes,No,No,Yes,0
T00698,International,UAE,12,9268.0,222432,Yes,No,No,No,0
T00699,International,Europe,19,4205.04,237252,Yes,No,No,Yes,5
T00700,International,Singapore,10,2934.05,124059,Yes,No,No,No,4
T00701,International,Europe,9,5850.18,504816,Yes,No,No,No,5
T00702,International,UAE,8,3951.36,298368,Yes,No,No,No,1
T00703,International,UAE,10,2958.17,110005,Yes,No,Yes,No,3
T00704,International,Europe,24,4287.17,306768,Yes,No,Yes,Yes,4
T00705,Domestic,Europe,5,4324.06,145328,Yes,No,No,No,4
T00706,Domestic,USA,17,7809.69,203208,Yes,No,No,No,4
T00707,Domestic,Australia,28,7736.82,478116,Yes,No,No,No,4
T00708,International,Europe,28,4864.0,215240,Yes,Yes,No,No,5
T00709,International,Australia,12,7022.91,182736,Yes,Yes,Yes,Yes,4
T00710,International,USA,2,4327.56,139686,Yes,Yes,No,No,2
T00711,International,Australia,13,5210.44,188224,Yes,No,No,No,3
T00712,International,Australia,3,8492.24,580041,Yes,Yes,No,No,4
T00713,Domestic,UAE,17,9326.27,525177,No,No,No,No,3
T00714,International,Singapore,24,7883.92,484331,Yes,No,No,No,2
T00715,International,UAE,26,3790.7,217085,Yes,No,No,No,2
T00716,International,Europe,11,4392.54,172679,Yes,No,No,No,3
T00717,Domestic,Europe,17,3870.0,216720,Yes,No,No,No,0
T00718,Domestic,Singapore,7,618.38,49218,Yes,No,Yes,Yes,1
T00719,International,UK,10,637.0,48412,Yes,Yes,No,Yes,0
T00720,Domestic,UK,22,1557.0,49824,Yes,No,No,No,0
T00721,International,India,23,8101.84,690151,Yes,Yes,No,No,5
T00722,International,Singapore,9,7225.0,570775,Yes,No,Yes,No,0
T00723,International,Europe,18,7586.48,427700,Yes,Yes,No,No,4
T00724,International,India,2,8182.29,298716,Yes,No,Yes,No,5
T00725,International,Australia,19,1592.71,96910,Yes,No,No,No,5
T00726,International,Australia,28,2983.0,145982,No,No,No,No,2
T00727,Domestic,UAE,18,7903.0,355635,Yes,No,No,No,0
T00728,International,USA,20,7929.06,355008,Yes,No,No,Yes,2
T00729,International,Europe,18,8557.32,472784,No,Yes,No,No,3
T00730,International,USA,14,4230.66,112242,Yes,Yes,Yes,No,1
T00731,International,India,28,7987.95,592079,Yes,No,No,No,5
T00732,Domestic,Singapore,16,3630.18,273847,Yes,No,No,No,3
T00733,International,USA,1,934.6,57594,Yes,No,Yes,No,3
T00734,Domestic,Europe,5,8123.3,493192,No,No,No,No,4
T00735,International,India,2,1884.54,44229,Yes,Yes,No,No,1
T00736,Domestic,USA,17,6296.57,454920,Yes,Yes,No,No,3
T00737,International,Europe,13,3932.3,150408,Yes,Yes,No,No,3
T00738,Domestic,Singapore,13,2064.86,109564,Yes,No,No,No,1
T00739,International,USA,15,8759.24,491590,Yes,Yes,No,No,1
T00740,International,Australia,12,8004.84,450765,Yes,Yes,Yes,No,3
T00741,Domestic,UAE,2,8101.66,314146,Yes,No,No,Yes,1
T00742,Domestic,USA,9,5840.1,179945,Yes,Yes,No,No,3
T00743,International,India,6,6080.1,335920,Yes,No,Yes,No,3
T00744,Domestic,UAE,18,539.59,22230,Yes,No,No,No,4
T00745,Domestic,Australia,16,1187.0,29675,No,No,Yes,No,0
T00746,International,UAE,24,7831.66,649038,No,No,Yes,No,3
T00747,Domestic,UK,6,8828.0,349296,No,Yes,Yes,No,2
T00748,International,India,7,2630.41,139680,No,No,No,Yes,5
T00749,Domestic,UK,8,6750.0,290250,Yes,No,No,No,0
T00750,Domestic,India,6,4660.0,233000,Yes,Yes,No,No,0
T00751,Domestic,Singapore,7,814.0,50468,Yes,No,No,No,0
T00752,Domestic,Australia,10,4344.35,259050,Yes,No,No,No,4
T00753,Domestic,India,26,2288.04,172601,Yes,No,Yes,Yes,3
T00754,International,Europe,13,877.17,49452,No,No,No,No,4
T00755,Domestic,Europe,2,6124.34,266787,Yes,No,No,No,3
T00756,Domestic,Singapore,8,7602.16,296712,Yes,No,No,No,4
T00757,International,Australia,14,8482.1,524172,Yes,No,No,No,4
T00758,International,Europe,4,8355.84,693300,Yes,No,No,Yes,5
T00759,International,Europe,14,2713.13,189275,Yes,No,Yes,No,2
T00760,International,USA,21,9108.39,444375,Yes,Yes,No,Yes,4
T00761,International,India,8,8671.31,623545,Yes,No,No,Yes,5
T00762,International,India,21,1715.0,66500,Yes,No,No,Yes,1
T00763,International,Singapore,4,3538.11,106836,Yes,No,No,No,2
T00764,International,UAE,5,6090.4,290532,Yes,No,Yes,No,4
T00765,Domestic,India,20,1117.0,26808,Yes,No,No,No,0
T00766,Domestic,UK,22,1906.1,124480,Yes,No,No,No,1
T00767,International,Singapore,3,1120.14,88011,Yes,No,No,No,1
T00768,International,USA,12,1818.69,136816,Yes,No,No,No,5
T00769,International,Europe,24,7417.62,446571,Yes,No,No,No,1
T00770,Domestic,UK,24,4557.1,156585,Yes,No,No,Yes,2
T00771,Domestic,UAE,20,3781.71,295200,Yes,Yes,Yes,Yes,4
T00772,International,UK,18,2784.63,66418,Yes,No,No,No,4
T00773,International,UAE,22,9194.0,726326,Yes,Yes,Yes,No,0
T00774,Domestic,USA,20,3721.44,98808,Yes,No,No,No,5
