Policy_ID,Sub_Type,Business_Type,Employees,Annual_Premium,Coverage_Amount,Risk_Level,Claim_Status,No_Claim_Years
B00408,Professional Indemnity,Manufacturing,263,46024.94,1323842,Low,No,5
B00409,Professional Indemnity,Retail,403,67090.81,3488434,Medium,No,5
B00410,Professional Indemnity,Manufacturing,409,49670.47,1319350,High,No,3
B00411,Professional Indemnity,Construction,489,28077.29,1403280,Medium,Yes,2
B00412,Liability,Healthcare,343,86610.37,1840440,Low,Yes,3
B00413,Professional Indemnity,IT,256,164757.6,6388560,High,No,1
B00414,Liability,IT,123,44322.46,1899534,High,No,1
B00415,Liability,Manufacturing,5,86546.8,1340444,Medium,No,5
B00416,Liability,Retail,278,162119.36,7258572,Medium,No,2
B00417,Liability,Healthcare,46,55780.0,2677440,Medium,No,0
B00418,Liability,Retail,235,55744.36,2445926,Medium,No,1
B00419,Workers Compensation,Construction,369,150967.43,7348616,Medium,No,5
B00420,Professional Indemnity,Retail,313,97026.67,2840211,Medium,No,4
B00421,Liability,Manufacturing,262,46650.45,2115969,Medium,No,5
B00422,Liability,Healthcare,343,182987.56,1867220,Low,No,1
B00423,Workers Compensation,IT,177,175946.26,3770277,Medium,No,1
B00424,Professional Indemnity,Construction,117,139043.81,4153221,Medium,No,5
B00425,Liability,Retail,182,108279.0,2706975,Medium,Yes,0
B00426,Professional Indemnity,Retail,450,165335.43,5796978,Low,No,3
B00427,Professional Indemnity,Manufacturing,324,30720.06,720981,Medium,No,1
B00428,Liability,IT,492,132214.69,4680576,High,No,5
B00429,Professional Indemnity,Construction,83,20208.96,961351,Medium,Yes,5
B00430,Liability,Construction,468,72516.92,3095787,Medium,No,2
B00431,Workers Compensation,Retail,280,148090.91,6765792,Medium,No,3
B00432,Workers Compensation,Construction,349,177348.34,7306450,Medium,No,4
B00433,Professional Indemnity,Healthcare,495,114706.0,5047064,High,No,0
B00434,Professional Indemnity,Retail,413,45478.28,788896,High,No,4
B00435,Professional Indemnity,Healthcare,102,75420.54,3205320,Low,Yes,3
B00436,Professional Indemnity,Retail,374,150705.55,5604270,Low,No,3
B00437,Workers Compensation,Retail,383,50630.48,1398644,Medium,No,3
B00438,Professional Indemnity,Retail,220,177171.24,9027901,Medium,No,4
B00439,Liability,Retail,29,135418.7,6474600,Low,Yes,3
B00440,Professional Indemnity,Healthcare,100,153511.06,6623292,Medium,No,5
B00441,Workers Compensation,Manufacturing,153,116028.38,4905966,Medium,No,4
B00442,Workers Compensation,Healthcare,440,183477.85,3314014,Low,No,3
B00443,Liability,Retail,107,100842.31,4685562,Medium,No,5
B00444,Professional Indemnity,Retail,7,132345.04,5787684,High,No,2
B00445,Liability,Construction,264,42002.58,1740453,Low,No,3
B00446,Workers Compensation,Manufacturing,289,125958.6,4643040,Low,Yes,4
B00447,Workers Compensation,Retail,98,52892.56,1457244,High,Yes,1
B00448,Liability,Manufacturing,382,30867.33,1147860,Medium,No,3
B00449,Professional Indemnity,Retail,63,95797.94,3225849,Low,No,1
B00450,Professional Indemnity,Retail,157,97560.17,4640990,High,No,5
B00451,Workers Compensation,Construction,104,84511.36,3343848,Low,No,2
B00452,Liability,IT,50,115482.0,1616748,High,No,0
B00453,Liability,Healthcare,464,175684.05,3658560,Medium,No,2
B00454,Liability,IT,88,77139.16,3688155,Medium,No,3
B00455,Liability,Healthcare,6,182948.36,4107004,Low,No,1
B00456,Workers Compensation,Retail,333,50006.46,2347242,Medium,No,1
B00457,Liability,Healthcare,100,163085.76,4420300,Medium,No,4
B00458,Workers Compensation,Retail,211,134619.66,3846276,Low,No,1
B00459,Liability,Healthcare,199,62216.5,1888684,Low,Yes,4
B00460,Workers Compensation,Healthcare,468,130851.57,6079920,Medium,No,5
B00461,Workers Compensation,IT,450,36194.0,1122014,Low,No,0
B00462,Professional Indemnity,Retail,278,144216.97,4903296,Medium,No,3
B00463,Professional Indemnity,IT,256,131762.14,4999820,Medium,No,4
B00464,Liability,IT,347,173365.0,1907015,Medium,No,0
B00465,Professional Indemnity,Healthcare,286,54333.16,1053398,Medium,No,1
B00466,Professional Indemnity,Retail,338,135041.06,2342549,Low,Yes,1
B00467,Liability,Manufacturing,333,120216.0,3125616,Medium,No,0
B00468,Workers Compensation,Construction,313,153000.54,7493904,Medium,Yes,1
B00469,Professional Indemnity,Manufacturing,353,94993.04,3152700,Low,No,5
B00470,Professional Indemnity,Healthcare,394,43640.39,1834602,Medium,No,5
B00471,Liability,Healthcare,231,176056.0,3345064,Medium,No,0
B00472,Liability,Construction,415,103426.06,5270157,Low,No,4
B00473,Professional Indemnity,Retail,368,99322.45,3768870,Low,No,4
B00474,Liability,Retail,188,137873.0,2205968,Medium,No,0
B00475,Workers Compensation,Manufacturing,317,117737.53,5361174,Medium,Yes,4
B00476,Workers Compensation,Construction,411,100689.4,4148232,Low,No,4
B00477,Liability,IT,424,160965.7,2671125,Medium,No,5
B00478,Professional Indemnity,Construction,163,84612.52,3210690,Low,No,4
B00479,Professional Indemnity,Healthcare,96,84462.38,879450,Medium,Yes,2
B00480,Liability,IT,25,77896.81,3641616,High,No,3
B00481,Liability,IT,445,173987.24,3550760,Low,No,1
B00482,Workers Compensation,Retail,201,67365.34,1964004,High,No,2
B00483,Liability,Manufacturing,45,154472.69,7033908,Low,No,4
B00484,Liability,Construction,149,159786.08,5479870,Low,No,5
B00485,Workers Compensation,Retail,226,179315.0,8069175,High,No,0
B00486,Professional Indemnity,Manufacturing,426,64307.51,2370480,Medium,No,4
B00487,Liability,Healthcare,15,30107.79,632852,High,Yes,5
B00488,Professional Indemnity,Retail,427,91119.62,1839447,Medium,No,3
B00489,Professional Indemnity,IT,223,29682.73,1319421,Low,No,4
B00490,Professional Indemnity,Retail,28,121777.0,1217770,High,No,0
B00491,Professional Indemnity,Manufacturing,55,145440.86,6596900,Medium,No,5
B00492,Liability,Manufacturing,181,153533.66,3566913,High,No,5
B00493,Workers Compensation,Manufacturing,184,43743.44,1935720,High,Yes,5
B00494,Liability,Healthcare,318,120506.46,1792504,Low,Yes,3
B00495,Professional Indemnity,Construction,112,150025.03,2439780,Medium,No,4
B00496,Workers Compensation,Retail,61,176374.67,2810925,High,No,3
B00497,Liability,Manufacturing,362,42289.94,1941885,Low,Yes,1
B00498,Professional Indemnity,Healthcare,216,180243.56,6805114,Low,No,1
B00499,Professional Indemnity,Manufacturing,419,105137.98,1139870,Low,Yes,4
B00500,Liability,Manufacturing,80,168206.07,8399652,Low,No,3
B00501,Professional Indemnity,Manufacturing,202,64781.0,2202554,Medium,Yes,0
B00502,Professional Indemnity,Manufacturing,485,107214.05,5218840,High,No,5
B00503,Professional Indemnity,Construction,356,20533.46,658764,Medium,No,5
B00504,Workers Compensation,Manufacturing,318,138969.52,3465318,Low,Yes,4
B00505,Professional Indemnity,IT,245,191813.44,3914560,Low,Yes,1
B00506,Liability,Manufacturing,162,53534.46,1748064,High,No,1
B00507,Liability,Manufacturing,333,165260.22,5850432,Medium,Yes,5
B00508,Liability,Retail,223,47130.25,2248268,Medium,Yes,4
B00509,Liability,Healthcare,365,178560.12,5312076,Low,No,3
B00510,Liability,Construction,326,118166.44,2170404,Low,No,1
B00511,Liability,Retail,227,140016.43,2380240,Medium,No,3
B00512,Liability,Construction,100,42010.64,428680,Low,No,1
B00513,Liability,Retail,349,162768.2,4152250,Medium,Yes,1
B00514,Liability,Retail,353,97655.39,2948778,Medium,No,2
B00515,Liability,Manufacturing,302,173686.38,3721851,Medium,No,1
B00516,Liability,Manufacturing,67,144635.0,4483685,Low,No,0
B00517,Professional Indemnity,Retail,175,44114.1,621751,Medium,No,4
B00518,Workers Compensation,Retail,392,92131.67,4394984,Low,No,4
B00519,Liability,Healthcare,113,162957.04,3116502,Low,No,3
B00520,Workers Compensation,Healthcare,217,119261.1,3407460,High,No,1
B00521,Professional Indemnity,IT,390,151852.0,3037040,High,Yes,0
B00522,Professional Indemnity,IT,5,86208.48,2839445,Medium,Yes,3
B00523,Liability,Healthcare,181,111470.75,4294479,Low,Yes,2
B00524,Liability,Retail,141,61302.66,2344788,Low,Yes,3
B00525,Liability,Construction,281,119340.32,3296722,Medium,Yes,3
B00526,Workers Compensation,Construction,343,116775.82,5719632,Medium,No,1
B00527,Professional Indemnity,Manufacturing,254,104155.38,2277450,Low,No,2
B00528,Liability,Construction,473,145032.04,5547384,Medium,No,3
B00529,Liability,Construction,7,128858.0,1804012,Medium,No,0
B00530,Liability,IT,8,44939.0,943719,Low,No,0
B00531,Liability,Construction,466,120024.08,5465292,High,No,4
B00532,Professional Indemnity,Construction,24,54356.72,1584744,Medium,Yes,2
B00533,Liability,Healthcare,498,152405.88,2856420,Medium,No,2
B00534,Liability,Healthcare,98,50867.68,2702301,Medium,Yes,4
B00535,Liability,IT,138,18897.25,461794,Medium,No,3
B00536,Workers Compensation,Manufacturing,214,29987.53,1342632,Low,No,2
B00537,Liability,Retail,450,67270.0,2959880,Medium,No,0
B00538,Liability,Manufacturing,163,80099.0,961188,Low,Yes,0
B00539,Liability,Manufacturing,359,93090.2,1139880,Medium,No,1
B00540,Workers Compensation,IT,49,168969.89,4574362,High,No,2
B00541,Liability,IT,360,110490.29,2113092,High,Yes,3
B00542,Workers Compensation,Healthcare,144,71374.69,2398842,Medium,Yes,4
B00543,Professional Indemnity,Construction,218,55699.97,2173968,Low,No,4
B00544,Professional Indemnity,Healthcare,407,23280.38,865725,Medium,No,3
B00545,Workers Compensation,IT,486,25465.26,1098708,Medium,No,5
B00546,Workers Compensation,IT,272,84806.26,1471129,Medium,Yes,1
B00547,Professional Indemnity,Healthcare,400,36416.94,1500316,Low,No,4
B00548,Liability,IT,43,121269.71,3661830,Medium,No,2
B00549,Professional Indemnity,Manufacturing,336,85776.46,3763661,Medium,No,1
B00550,Liability,Construction,425,58910.94,2392260,High,No,2
B00551,Professional Indemnity,Construction,442,54062.0,2486852,Medium,No,0
B00552,Professional Indemnity,Retail,81,157631.04,5790528,Medium,No,1
B00553,Professional Indemnity,IT,226,115928.76,1256860,Low,Yes,4
B00554,Workers Compensation,Manufacturing,123,134820.56,2889012,Medium,No,1
B00555,Liability,Healthcare,433,154212.8,4563440,Medium,Yes,1
B00556,Liability,IT,25,170728.74,2613195,High,No,1
B00557,Workers Compensation,IT,362,87417.28,1063799,High,No,5
B00558,Liability,Construction,277,146748.14,3444089,Medium,No,1
B00559,Professional Indemnity,IT,210,96307.95,3610044,Medium,No,2
B00560,Liability,Manufacturing,123,119062.0,3571860,Medium,No,0
B00561,Workers Compensation,Manufacturing,420,155628.92,6944826,Medium,No,3
B00562,Liability,IT,87,140683.9,6459975,Medium,No,1
B00563,Professional Indemnity,IT,348,151278.52,4756319,Low,No,4
B00564,Liability,Retail,386,89741.54,2655617,Low,No,1
B00565,Liability,Retail,59,41693.81,1130075,Medium,No,4
B00566,Workers Compensation,Retail,298,19300.2,823936,Medium,No,2
B00567,Liability,Healthcare,232,150819.18,7848624,Low,No,4
B00568,Workers Compensation,Manufacturing,216,160786.65,7858318,Medium,Yes,3
B00569,Professional Indemnity,Construction,97,181137.0,4890699,High,Yes,0
B00570,Liability,Manufacturing,267,139048.84,6783840,Low,No,4
B00571,Liability,Construction,131,158230.41,6861920,Low,Yes,4
B00572,Workers Compensation,IT,386,120771.0,5313924,High,No,0
B00573,Workers Compensation,Healthcare,27,55478.56,1768350,Low,No,3
B00574,Liability,Construction,197,129676.54,2117168,Medium,No,1
B00575,Workers Compensation,Retail,448,141998.58,7235650,Medium,No,4
B00576,Professional Indemnity,Retail,143,171400.0,8055800,Medium,No,0
B00577,Professional Indemnity,Healthcare,5,74159.21,2702595,Low,Yes,2
B00578,Liability,Healthcare,424,60929.0,1827870,Medium,No,0
B00579,Liability,Manufacturing,144,58186.79,2908128,Medium,No,2
B00580,Workers Compensation,Construction,272,101130.14,4405409,High,No,3
B00581,Workers Compensation,Healthcare,81,111994.4,1599920,Low,No,1
B00582,Workers Compensation,Construction,391,80939.0,1699719,Medium,No,0
B00583,Professional Indemnity,Construction,191,104638.78,4051635,Low,No,5
B00584,Liability,IT,373,156296.21,6439138,Medium,Yes,4
B00585,Liability,Healthcare,303,112361.38,2626404,Medium,No,3
B00586,Professional Indemnity,Construction,230,121233.0,1333563,Medium,No,0
B00587,Professional Indemnity,Manufacturing,255,94030.82,4077800,Medium,Yes,4
B00588,Liability,Retail,148,83323.0,2166398,Medium,No,0
B00589,Workers Compensation,Retail,280,154963.42,3227060,Medium,Yes,2
B00590,Professional Indemnity,Construction,283,98879.0,3065249,Medium,No,0
B00591,Liability,Manufacturing,364,55081.32,1218720,Medium,No,5
B00592,Workers Compensation,Retail,405,157524.0,2362860,Medium,No,0
B00593,Professional Indemnity,Retail,25,168297.0,6563583,High,No,0
B00594,Liability,Manufacturing,136,42017.85,929680,Medium,No,5
B00595,Liability,Retail,425,137414.97,5548038,Medium,Yes,3
B00596,Professional Indemnity,Construction,132,72674.0,3197656,Low,Yes,0
B00597,Professional Indemnity,Manufacturing,166,135885.51,2856251,Low,No,5
B00598,Liability,Construction,365,153391.67,1829322,High,No,4
B00599,Workers Compensation,Construction,147,125563.66,2353338,Low,Yes,2
B00600,Liability,Construction,343,53975.44,1236422,Low,No,2
B00601,Workers Compensation,IT,20,143368.0,3870936,Medium,No,0
B00602,Liability,Manufacturing,209,41307.03,877760,Medium,No,3
B00603,Professional Indemnity,Manufacturing,374,22991.44,1196972,Medium,Yes,3
B00604,Workers Compensation,IT,220,96387.47,3030500,High,No,4
B00605,Workers Compensation,IT,97,86842.0,1302630,Medium,No,0
B00606,Professional Indemnity,Manufacturing,43,64784.74,1146752,Low,Yes,2
B00607,Liability,Healthcare,358,116639.1,5700642,Medium,No,3
B00608,Professional Indemnity,Healthcare,53,199007.0,4577161,Medium,No,0
B00609,Liability,Retail,72,104621.96,4779837,Medium,No,3
B00610,Liability,Construction,449,127281.99,6618117,Low,No,5
B00611,Liability,Manufacturing,268,167915.24,3746547,High,Yes,3
B00612,Workers Compensation,Healthcare,434,20998.19,546600,High,No,2
B00613,Liability,IT,116,83985.02,4199251,Medium,No,1
B00614,Workers Compensation,Manufacturing,124,80580.85,3319794,Low,No,4
B00615,Liability,IT,173,111876.8,5579478,Medium,No,4
B00616,Liability,IT,412,143893.85,7041869,Medium,No,2
B00617,Liability,Retail,164,45826.64,2239740,Low,Yes,3
B00618,Liability,Healthcare,50,33777.0,641763,High,No,0
B00619,Liability,Retail,40,113950.12,3511030,Medium,No,3
B00620,Liability,Retail,104,153102.17,5101280,High,No,2
B00621,Workers Compensation,IT,302,55615.11,1025032,High,Yes,4
B00622,Liability,Construction,102,142813.65,4248636,Medium,No,3
B00623,Workers Compensation,Healthcare,270,155624.72,7761258,Medium,Yes,4
B00624,Liability,IT,116,122614.0,2697508,Medium,No,0
B00625,Professional Indemnity,Manufacturing,154,30493.49,991800,Medium,No,4
B00626,Workers Compensation,Healthcare,362,82840.65,3682333,Medium,No,4
B00627,Liability,Healthcare,262,97912.78,2397864,Medium,No,1
B00628,Workers Compensation,Healthcare,93,117532.38,4077654,Medium,No,1
B00629,Liability,IT,165,131724.76,3351698,Medium,No,5
B00630,Professional Indemnity,Healthcare,215,31969.56,619818,Low,No,1
B00631,Liability,Construction,68,104268.19,5086980,High,No,4
B00632,Liability,Retail,72,133410.12,5139707,Medium,No,2
B00633,Liability,Manufacturing,240,139923.25,3792500,Medium,No,4
B00634,Workers Compensation,Healthcare,171,80306.73,3679192,High,No,2
B00635,Liability,Construction,255,21258.45,796860,Low,No,2
B00636,Professional Indemnity,IT,436,194594.68,6155546,Medium,No,1
B00637,Workers Compensation,Retail,304,61376.07,912954,Low,No,3
B00638,Workers Compensation,Healthcare,171,134341.0,3895889,Medium,No,0
B00639,Liability,IT,284,55265.14,1917362,High,No,1
B00640,Workers Compensation,Retail,231,112323.68,4699256,High,Yes,1
B00641,Workers Compensation,Construction,109,49418.23,2047734,Medium,No,3
B00642,Professional Indemnity,IT,88,57248.0,1259456,Low,No,0
B00643,Professional Indemnity,IT,163,70962.39,3539010,Medium,No,4
B00644,Professional Indemnity,Healthcare,277,18883.81,877422,Low,No,5
B00645,Liability,Construction,340,136491.14,6945954,High,No,5
B00646,Liability,Construction,234,162651.32,3350479,High,No,4
B00647,Liability,IT,94,145542.74,2227695,Medium,No,1
B00648,Workers Compensation,Retail,404,54691.0,2078258,High,No,0
B00649,Liability,IT,125,190189.58,6210272,Medium,No,1
B00650,Liability,Manufacturing,318,174135.89,6890008,Medium,No,2
B00651,Liability,Construction,184,187455.38,2295372,Low,No,1
B00652,Workers Compensation,Healthcare,430,151091.5,7400400,Medium,No,1
B00653,Workers Compensation,Manufacturing,74,28850.75,406627,Low,No,4
B00654,Workers Compensation,IT,396,111666.5,1694910,Low,No,4
B00655,Liability,Construction,202,136643.31,5925760,High,No,4
B00656,Professional Indemnity,Manufacturing,473,71012.92,2042586,Low,No,5
B00657,Workers Compensation,Retail,215,61453.11,2687454,Medium,No,2
B00658,Workers Compensation,Construction,483,71251.1,2240192,Low,Yes,4
B00659,Workers Compensation,Manufacturing,70,176026.0,8625274,High,No,0
B00660,Workers Compensation,Construction,188,32501.38,575296,High,Yes,5
B00661,Professional Indemnity,Retail,268,127169.16,1891610,Low,No,3
B00662,Professional Indemnity,Retail,90,128716.0,5148640,Medium,No,0
B00663,Workers Compensation,Retail,422,37854.0,1211328,Low,Yes,0
B00664,Professional Indemnity,Retail,67,157287.75,3069468,Low,No,4
B00665,Professional Indemnity,Manufacturing,38,187385.68,4977350,Medium,Yes,3
B00666,Workers Compensation,Healthcare,398,135428.12,4604480,Low,Yes,3
B00667,Professional Indemnity,Construction,101,70771.57,2113938,High,Yes,5
B00668,Professional Indemnity,Healthcare,484,77496.81,988068,Medium,No,3
B00669,Workers Compensation,Healthcare,426,106134.76,4530951,Medium,No,2
B00670,Professional Indemnity,Healthcare,333,49436.17,535970,Medium,No,4
B00671,Liability,Construction,191,141565.63,1804932,High,No,3
B00672,Workers Compensation,IT,463,92544.32,2764287,Medium,Yes,5
B00673,Liability,Healthcare,267,56030.7,816774,Medium,No,2
B00674,Liability,IT,278,159045.18,2272074,Medium,Yes,1
B00675,Professional Indemnity,Construction,47,111961.08,5141070,Medium,No,1
B00676,Workers Compensation,IT,121,176719.36,2208072,Medium,No,2
B00677,Workers Compensation,Retail,294,124141.77,6180165,Medium,No,5
B00678,Liability,Healthcare,196,127727.44,3191856,Medium,Yes,2
B00679,Workers Compensation,IT,331,67818.96,1764648,Low,Yes,4
B00680,Professional Indemnity,Construction,409,48078.44,2345625,Low,No,4
B00681,Liability,Construction,209,78089.34,3426369,Medium,No,1
B00682,Liability,Construction,354,67462.76,931814,Low,No,3
B00683,Workers Compensation,Manufacturing,421,36544.61,1455444,Low,No,5
B00684,Liability,Manufacturing,152,98020.58,2000420,Medium,No,1
B00685,Workers Compensation,Healthcare,416,147928.09,3614933,Medium,No,3
B00686,Liability,Construction,246,159637.46,6614868,Low,No,3
