Policy_ID,Sub_Type,Property_Type,Property_Value,Annual_Premium,Risk_Type,Location,Claim_Status,No_Claim_Years
PR00355,Home Insurance,Factory,2954552,8038.44,Fire,Urban,Yes,4
PR00356,Theft Insurance,Shop,5382149,19237.24,Theft,Industrial,No,5
PR00357,Home Insurance,Apartment,8512307,57461.69,Earthquake,Industrial,No,4
PR00358,Fire Insurance,House,8437774,56382.06,Earthquake,Rural,No,5
PR00359,Fire Insurance,Factory,3602137,31831.5,Theft,Urban,No,2
PR00360,Home Insurance,Warehouse,6847085,42647.29,Flood,Industrial,No,3
PR00361,Home Insurance,Factory,1598266,14648.0,Fire,Industrial,No,0
PR00362,Theft Insurance,Factory,6425775,20251.52,Fire,Industrial,No,4
PR00363,Theft Insurance,Apartment,6345022,47257.53,Fire,Industrial,No,4
PR00364,Home Insurance,House,9405629,67904.0,Fire,Industrial,No,0
PR00365,Theft Insurance,Apartment,9698292,34563.22,Flood,Coastal,No,5
PR00366,Home Insurance,Apartment,5225973,11330.37,Theft,Coastal,No,4
PR00367,Theft Insurance,Shop,401612,3766.69,Earthquake,Rural,Yes,2
PR00368,Fire Insurance,Warehouse,5399705,34717.75,Earthquake,Urban,No,3
PR00369,Fire Insurance,Apartment,2933878,23003.0,Earthquake,Coastal,No,0
PR00370,Home Insurance,House,2183372,14938.6,Flood,Coastal,No,3
PR00371,Home Insurance,Apartment,3142009,15611.08,Fire,Rural,No,4
PR00372,Home Insurance,Warehouse,9601854,22325.0,Earthquake,Rural,No,4
PR00373,Theft Insurance,Factory,7609361,51121.0,Earthquake,Coastal,Yes,0
PR00374,Home Insurance,Apartment,3791131,13986.31,Flood,Industrial,No,2
PR00375,Home Insurance,Apartment,1320930,11837.42,Theft,Coastal,Yes,1
PR00376,Home Insurance,Factory,4008443,39625.0,Flood,Industrial,Yes,0
PR00377,Theft Insurance,Factory,5587006,33945.24,Theft,Urban,No,1
PR00378,Home Insurance,Factory,9599236,84269.82,Earthquake,Rural,Yes,5
PR00379,Home Insurance,Apartment,8684943,76361.6,Theft,Industrial,No,1
PR00380,Theft Insurance,House,2311385,21877.91,Fire,Rural,No,2
PR00381,Theft Insurance,Factory,8605135,77383.76,Theft,Urban,No,5
PR00382,Home Insurance,Factory,5447788,53230.66,Theft,Urban,No,1
PR00383,Fire Insurance,Apartment,1462848,6849.01,Earthquake,Rural,Yes,5
PR00384,Theft Insurance,House,5425288,27869.24,Flood,Industrial,No,1
PR00385,Fire Insurance,Apartment,274602,1189.94,Fire,Industrial,No,2
PR00386,Home Insurance,Warehouse,2379822,12394.06,Theft,Rural,Yes,1
PR00387,Fire Insurance,Factory,7620955,59472.28,Earthquake,Coastal,No,1
PR00388,Theft Insurance,Warehouse,9359783,48724.62,Earthquake,Urban,No,1
PR00389,Fire Insurance,Warehouse,8999429,88361.0,Theft,Coastal,Yes,0
PR00390,Home Insurance,Shop,761517,2436.0,Flood,Coastal,No,0
PR00391,Fire Insurance,Apartment,7948960,26962.0,Fire,Coastal,No,0
PR00392,Home Insurance,Factory,3727079,14208.16,Theft,Rural,No,2
PR00393,Fire Insurance,House,9668856,29442.51,Flood,Rural,No,5
PR00394,Home Insurance,Warehouse,8110148,30501.79,Theft,Industrial,No,4
PR00395,Home Insurance,Shop,1611215,10131.24,Flood,Rural,Yes,1
PR00396,Home Insurance,Shop,717812,4784.36,Theft,Industrial,No,1
PR00397,Fire Insurance,House,6951647,13734.68,Flood,Industrial,Yes,2
PR00398,Home Insurance,Warehouse,2413858,7856.66,Flood,Urban,No,1
PR00399,Theft Insurance,Warehouse,1567257,7377.0,Theft,Urban,Yes,0
PR00400,Fire Insurance,Shop,9512558,32154.68,Fire,Industrial,No,4
PR00401,Theft Insurance,Warehouse,9132379,56911.06,Earthquake,Rural,Yes,3
PR00402,Fire Insurance,Warehouse,2023163,8376.06,Theft,Industrial,Yes,1
PR00403,Fire Insurance,Factory,5300525,27108.0,Fire,Rural,Yes,0
PR00404,Home Insurance,House,8128591,65123.9,Flood,Coastal,No,3
PR00405,Theft Insurance,House,883042,7294.09,Theft,Coastal,No,4
PR00406,Home Insurance,Warehouse,4484545,30072.97,Flood,Industrial,No,3
PR00407,Theft Insurance,Warehouse,5113743,35630.0,Fire,Industrial,No,0
PR00408,Theft Insurance,Shop,1217843,4120.07,Fire,Industrial,No,5
PR00409,Home Insurance,Shop,6430436,47339.24,Fire,Industrial,No,5
PR00410,Home Insurance,Factory,5519668,20883.17,Flood,Rural,No,3
PR00411,Home Insurance,Warehouse,9056529,45685.27,Theft,Coastal,No,2
PR00412,Fire Insurance,Factory,4146976,25184.42,Earthquake,Rural,Yes,3
PR00413,Theft Insurance,Warehouse,1658599,9662.8,Earthquake,Rural,No,1
PR00414,Home Insurance,Warehouse,541709,3035.06,Theft,Industrial,No,1
PR00415,Home Insurance,Factory,256310,2191.1,Flood,Industrial,No,5
PR00416,Home Insurance,Factory,4533141,28283.78,Flood,Urban,No,2
PR00417,Fire Insurance,Apartment,8315367,35639.0,Earthquake,Urban,No,0
PR00418,Home Insurance,Warehouse,8926723,87337.6,Earthquake,Urban,No,1
PR00419,Home Insurance,Factory,9006238,29455.16,Earthquake,Industrial,No,5
PR00420,Home Insurance,Warehouse,9040306,56620.49,Fire,Industrial,No,4
PR00421,Home Insurance,Apartment,2591082,17685.21,Theft,Industrial,No,5
PR00422,Home Insurance,Warehouse,7339665,15305.64,Earthquake,Urban,Yes,1
PR00423,Home Insurance,Apartment,3286741,6565.02,Theft,Industrial,No,1
PR00424,Home Insurance,Factory,3621252,27160.11,Theft,Coastal,No,5
PR00425,Home Insurance,Apartment,2625537,10845.0,Theft,Urban,Yes,0
PR00426,Fire Insurance,House,8514595,69216.2,Earthquake,Industrial,No,3
PR00427,Home Insurance,House,9290323,26681.48,Flood,Rural,No,1
PR00428,Fire Insurance,Shop,1275109,8343.19,Flood,Rural,No,5
PR00429,Home Insurance,Apartment,7723638,24316.37,Earthquake,Coastal,No,5
PR00430,Home Insurance,House,8211344,71550.76,Earthquake,Industrial,No,2
PR00431,Home Insurance,Warehouse,1898970,7531.42,Flood,Urban,No,3
PR00432,Fire Insurance,House,1650640,10958.66,Fire,Coastal,No,4
PR00433,Home Insurance,Apartment,1447240,13088.0,Theft,Rural,Yes,0
PR00434,Fire Insurance,House,4406458,39406.33,Earthquake,Coastal,No,4
PR00435,Home Insurance,House,6967666,61817.49,Fire,Industrial,No,3
PR00436,Fire Insurance,Factory,5068124,28907.77,Flood,Industrial,No,3
PR00437,Home Insurance,Warehouse,7080144,16859.57,Fire,Industrial,Yes,3
PR00438,Fire Insurance,Shop,276604,1911.15,Theft,Industrial,No,4
PR00439,Home Insurance,Apartment,7607207,46568.3,Theft,Coastal,No,3
PR00440,Fire Insurance,Warehouse,8396908,41159.13,Fire,Industrial,No,5
PR00441,Home Insurance,Apartment,5267333,27815.86,Earthquake,Industrial,No,4
PR00442,Fire Insurance,House,5128241,32798.66,Flood,Urban,No,3
PR00443,Home Insurance,Apartment,3506248,29765.21,Flood,Rural,No,5
PR00444,Theft Insurance,House,6152976,42685.94,Earthquake,Industrial,No,2
PR00445,Theft Insurance,House,7836248,67485.35,Fire,Urban,No,3
PR00446,Theft Insurance,Warehouse,9821400,48971.29,Theft,Industrial,No,4
PR00447,Home Insurance,House,1835500,14748.02,Earthquake,Industrial,No,1
PR00448,Fire Insurance,Warehouse,6398689,44782.86,Theft,Coastal,No,3
PR00449,Home Insurance,House,5795863,48639.36,Flood,Rural,No,1
PR00450,Home Insurance,Warehouse,9818866,79270.24,Earthquake,Industrial,No,5
PR00451,Theft Insurance,Apartment,7286828,39589.61,Fire,Coastal,No,2
PR00452,Theft Insurance,Warehouse,1433970,11213.0,Earthquake,Coastal,Yes,0
PR00453,Fire Insurance,Apartment,3065290,15083.08,Theft,Coastal,No,2
PR00454,Home Insurance,Warehouse,8936198,20990.46,Flood,Urban,Yes,3
PR00455,Home Insurance,House,6435650,32760.42,Theft,Industrial,No,1
PR00456,Fire Insurance,House,6291041,33180.84,Flood,Urban,No,1
PR00457,Theft Insurance,Apartment,6175614,40885.81,Flood,Industrial,No,4
PR00458,Home Insurance,Factory,9941402,23191.7,Flood,Rural,Yes,1
PR00459,Home Insurance,Warehouse,1307436,2538.36,Earthquake,Industrial,Yes,4
PR00460,Theft Insurance,Shop,5724355,47193.7,Fire,Coastal,No,5
PR00461,Fire Insurance,Apartment,5874821,35243.0,Earthquake,Industrial,No,0
PR00462,Home Insurance,Apartment,2204088,14815.3,Earthquake,Rural,No,3
PR00463,Fire Insurance,Factory,4300376,21231.07,Earthquake,Coastal,No,4
PR00464,Home Insurance,Shop,7588429,35126.0,Fire,Urban,No,0
PR00465,Home Insurance,Shop,5681811,23026.08,Flood,Coastal,No,1
PR00466,Home Insurance,Warehouse,679794,3717.14,Earthquake,Industrial,No,1
PR00467,Home Insurance,Apartment,2834947,16331.0,Flood,Rural,Yes,0
PR00468,Home Insurance,House,6202249,20024.34,Fire,Coastal,No,1
PR00469,Fire Insurance,Warehouse,8981618,51222.48,Earthquake,Rural,Yes,5
PR00470,Home Insurance,Apartment,2028910,12392.75,Fire,Rural,No,5
PR00471,Home Insurance,Apartment,1713471,10106.0,Theft,Rural,No,0
PR00472,Theft Insurance,Apartment,9177228,79655.71,Flood,Coastal,No,4
PR00473,Home Insurance,Warehouse,5516228,21096.4,Flood,Rural,No,4
PR00474,Home Insurance,Shop,3185660,14397.0,Earthquake,Urban,No,0
PR00475,Theft Insurance,Shop,6731935,50104.88,Earthquake,Industrial,No,4
PR00476,Theft Insurance,Apartment,9131531,42998.04,Fire,Urban,No,4
PR00477,Home Insurance,Apartment,8703934,71794.81,Earthquake,Industrial,No,5
PR00478,Theft Insurance,House,5999606,51517.95,Fire,Coastal,No,4
PR00479,Home Insurance,Warehouse,3241608,10458.76,Earthquake,Rural,No,2
PR00480,Theft Insurance,Apartment,1700963,9505.1,Fire,Coastal,No,3
PR00481,Theft Insurance,Warehouse,9069801,73063.9,Fire,Coastal,Yes,1
PR00482,Fire Insurance,Warehouse,6782294,52462.81,Earthquake,Rural,No,2
PR00483,Theft Insurance,Shop,9369554,62519.04,Theft,Rural,No,4
PR00484,Fire Insurance,Shop,8943796,45938.16,Flood,Industrial,No,5
PR00485,Fire Insurance,Factory,1029026,7695.0,Fire,Urban,No,0
PR00486,Home Insurance,Warehouse,2272103,20440.6,Fire,Urban,No,4
PR00487,Fire Insurance,Warehouse,6214512,37998.12,Theft,Industrial,Yes,5
PR00488,Home Insurance,Warehouse,3079026,26716.68,Theft,Industrial,No,3
PR00489,Fire Insurance,Shop,7772891,22087.03,Fire,Industrial,Yes,4
PR00490,Fire Insurance,Shop,6786007,42419.0,Flood,Urban,No,0
PR00491,Fire Insurance,Factory,9442281,47493.81,Flood,Rural,No,5
PR00492,Fire Insurance,House,8490086,49774.4,Theft,Rural,No,5
PR00493,Home Insurance,Shop,3744040,21394.9,Flood,Industrial,Yes,5
PR00494,Home Insurance,Warehouse,6940820,27192.92,Theft,Coastal,No,3
PR00495,Home Insurance,Factory,6505487,33511.48,Fire,Industrial,Yes,4
PR00496,Home Insurance,Shop,9011588,25652.19,Theft,Industrial,Yes,3
PR00497,Fire Insurance,Apartment,1022481,6512.1,Earthquake,Rural,No,1
PR00498,Home Insurance,House,4681578,18470.06,Fire,Industrial,Yes,1
PR00499,Theft Insurance,Factory,1287731,2379.71,Earthquake,Coastal,Yes,4
PR00500,Fire Insurance,Factory,2212569,14418.12,Theft,Industrial,Yes,3
PR00501,Fire Insurance,Shop,2174168,20474.0,Fire,Industrial,No,0
PR00502,Theft Insurance,Factory,2263760,17261.27,Theft,Coastal,No,5
PR00503,Fire Insurance,Factory,3098611,8027.72,Flood,Urban,No,5
PR00504,Fire Insurance,Factory,559519,3697.77,Flood,Coastal,No,4
PR00505,Theft Insurance,Warehouse,3579154,15968.12,Earthquake,Coastal,No,1
PR00506,Fire Insurance,Shop,5054917,26238.52,Theft,Coastal,Yes,1
PR00507,Home Insurance,Apartment,7150128,62828.82,Theft,Coastal,No,5
PR00508,Theft Insurance,Shop,1066124,4583.25,Earthquake,Rural,No,4
PR00509,Theft Insurance,Factory,7419519,41563.04,Theft,Rural,Yes,3
PR00510,Home Insurance,Apartment,7962569,39184.32,Theft,Industrial,No,1
PR00511,Home Insurance,House,1515200,4305.01,Fire,Industrial,Yes,3
PR00512,Theft Insurance,House,8396057,77263.2,Fire,Rural,No,1
PR00513,Theft Insurance,Shop,2973776,10102.82,Fire,Industrial,No,1
PR00514,Theft Insurance,Factory,8516701,22237.1,Fire,Coastal,No,2
PR00515,Home Insurance,House,4218493,27376.3,Theft,Coastal,Yes,1
PR00516,Fire Insurance,Shop,3594238,29255.0,Fire,Industrial,No,0
PR00517,Home Insurance,Factory,6393991,58025.26,Fire,Coastal,No,4
PR00518,Home Insurance,House,1146719,3618.45,Earthquake,Rural,No,4
PR00519,Fire Insurance,House,4466841,18937.72,Flood,Rural,Yes,3
PR00520,Fire Insurance,Factory,1993243,15501.64,Flood,Industrial,No,1
PR00521,Fire Insurance,Warehouse,462816,4161.0,Earthquake,Coastal,No,0
PR00522,Theft Insurance,House,7858831,41723.98,Theft,Coastal,No,3
PR00523,Fire Insurance,Apartment,2511070,22977.57,Earthquake,Industrial,No,2
PR00524,Theft Insurance,Shop,9443650,57803.31,Theft,Urban,Yes,3
PR00525,Home Insurance,Factory,2331676,9567.22,Fire,Rural,Yes,3
PR00526,Theft Insurance,Shop,7897031,29243.2,Theft,Urban,No,1
PR00527,Fire Insurance,House,2483673,12185.56,Theft,Industrial,No,2
PR00528,Theft Insurance,House,4057794,19058.2,Fire,Coastal,No,3
PR00529,Home Insurance,Shop,536402,2005.0,Flood,Rural,No,0
PR00530,Fire Insurance,House,635899,4909.0,Earthquake,Industrial,No,0
PR00531,Home Insurance,House,4845727,25641.83,Flood,Industrial,No,4
PR00532,Fire Insurance,Factory,9906248,41051.34,Theft,Urban,No,2
PR00533,Home Insurance,Shop,4248376,10145.67,Flood,Coastal,No,2
PR00534,Fire Insurance,House,5321922,47050.92,Flood,Rural,No,4
PR00535,Home Insurance,Factory,8825351,21783.89,Fire,Urban,No,3
PR00536,Fire Insurance,Warehouse,3066897,15227.14,Theft,Urban,No,2
PR00537,Theft Insurance,Shop,9172892,29577.0,Fire,Urban,No,0
PR00538,Home Insurance,House,9304990,41245.0,Theft,Coastal,No,0
PR00539,Home Insurance,Apartment,8276981,25594.66,Earthquake,Rural,No,1
PR00540,Fire Insurance,Apartment,6453395,61828.63,Earthquake,Industrial,No,2
PR00541,Home Insurance,Factory,4659411,9798.75,Earthquake,Urban,No,3
PR00542,Fire Insurance,House,1597367,9664.57,Flood,Coastal,No,4
PR00543,Home Insurance,House,9091632,61699.97,Theft,Coastal,Yes,4
PR00544,Home Insurance,Factory,6993855,31841.47,Earthquake,Urban,Yes,3
PR00545,Theft Insurance,House,7797428,43944.11,Theft,Urban,No,5
PR00546,Home Insurance,Warehouse,8640124,71701.7,Flood,Industrial,No,1
PR00547,Home Insurance,House,7262649,37687.96,Earthquake,Industrial,Yes,4
PR00548,Home Insurance,Shop,1544523,14112.12,Flood,Rural,No,2
PR00549,Fire Insurance,Apartment,2953546,11845.26,Flood,Coastal,No,1
PR00550,Fire Insurance,House,1162620,10071.71,Flood,Industrial,No,2
PR00551,Home Insurance,Apartment,5053753,32756.0,Fire,Rural,No,0
PR00552,Home Insurance,House,4158372,38247.44,Fire,Industrial,Yes,1
PR00553,Home Insurance,Apartment,2643692,4997.39,Earthquake,Rural,No,4
PR00554,Fire Insurance,House,5343124,50093.68,Flood,Rural,No,1
PR00555,Theft Insurance,Factory,9522756,39556.72,Flood,Industrial,No,1
PR00556,Fire Insurance,Apartment,381062,2110.92,Flood,Coastal,No,1
PR00557,Fire Insurance,Factory,9151782,54323.83,Earthquake,Coastal,No,5
PR00558,Home Insurance,Factory,2234817,7791.98,Flood,Rural,No,1
PR00559,Fire Insurance,House,2733405,6625.8,Flood,Rural,No,2
PR00560,Theft Insurance,Apartment,4519544,44528.0,Theft,Industrial,No,0
PR00561,Theft Insurance,Shop,9112500,22526.49,Flood,Coastal,No,3
PR00562,Home Insurance,Factory,1359241,5780.04,Earthquake,Rural,No,1
PR00563,Theft Insurance,House,6225949,33933.92,Theft,Industrial,No,4
PR00564,Theft Insurance,House,7358125,30652.44,Theft,Industrial,No,1
PR00565,Home Insurance,Apartment,9121851,62571.61,Theft,Coastal,No,4
PR00566,Theft Insurance,Warehouse,3436454,13042.23,Flood,Rural,No,2
PR00567,Theft Insurance,Apartment,1739214,10898.7,Theft,Urban,No,4
PR00568,Fire Insurance,House,5170169,24924.65,Earthquake,Urban,Yes,3
PR00569,Fire Insurance,House,2225220,15665.0,Flood,Rural,Yes,0
PR00570,Home Insurance,House,1458794,8846.43,Fire,Rural,Yes,4
PR00571,Home Insurance,Apartment,7092292,31179.73,Theft,Coastal,No,4
PR00572,Fire Insurance,House,1729765,11837.0,Flood,Industrial,No,0
PR00573,Fire Insurance,Shop,6706402,59476.75,Earthquake,Coastal,No,3
PR00574,Home Insurance,Warehouse,9440935,64650.6,Fire,Industrial,No,1
PR00575,Theft Insurance,Factory,9283052,30195.57,Theft,Industrial,Yes,4
PR00576,Home Insurance,Shop,6288388,44265.0,Flood,Industrial,No,0
PR00577,Home Insurance,Apartment,7737473,37608.3,Theft,Industrial,No,2
PR00578,Home Insurance,Factory,3369829,29189.0,Fire,Urban,No,0
PR00579,Home Insurance,Shop,9849878,85733.95,Flood,Industrial,Yes,2
PR00580,Theft Insurance,Warehouse,5209451,24372.17,Earthquake,Urban,No,3
PR00581,Home Insurance,House,3064702,11806.06,Flood,Rural,No,1
PR00582,Home Insurance,Apartment,6039657,53601.0,Earthquake,Urban,No,0
PR00583,Home Insurance,Factory,2023091,11692.22,Flood,Urban,No,5
PR00584,Theft Insurance,Factory,2297492,10073.18,Fire,Urban,Yes,4
PR00585,Theft Insurance,House,4353303,32421.24,Earthquake,Rural,No,3
PR00586,Fire Insurance,Shop,8851916,67849.0,Fire,Coastal,No,0
PR00587,Home Insurance,Factory,5701341,44990.35,Theft,Industrial,No,4
PR00588,Fire Insurance,Apartment,3356225,27790.0,Flood,Coastal,Yes,0
PR00589,Home Insurance,House,2397498,4720.37,Earthquake,Urban,No,2
PR00590,Home Insurance,House,7599349,49249.0,Earthquake,Industrial,No,0
PR00591,Home Insurance,House,6231704,23239.8,Fire,Industrial,No,5
PR00592,Fire Insurance,Shop,3649088,11342.0,Theft,Coastal,Yes,0
PR00593,Home Insurance,Shop,364250,2639.0,Flood,Coastal,No,0
PR00594,Fire Insurance,Shop,5155081,36559.98,Fire,Coastal,No,5
PR00595,Home Insurance,Shop,682431,2319.1,Flood,Industrial,No,3
PR00596,Fire Insurance,Factory,9740017,37156.0,Theft,Rural,No,0
PR00597,Home Insurance,Factory,4246368,20568.72,Theft,Rural,No,5
PR00598,Fire Insurance,Apartment,7873775,14617.69,Theft,Industrial,No,4
PR00599,Home Insurance,Warehouse,2051840,19641.14,Theft,Industrial,No,2
PR00600,Home Insurance,Apartment,1548685,13084.49,Earthquake,Coastal,No,2
PR00601,Home Insurance,Apartment,9216468,46474.0,Theft,Coastal,No,0
PR00602,Theft Insurance,House,8860182,44153.2,Flood,Industrial,No,3
PR00603,Fire Insurance,Warehouse,7595823,34339.39,Flood,Industrial,No,3
PR00604,Home Insurance,Warehouse,1747136,7900.08,Earthquake,Urban,Yes,4
PR00605,Home Insurance,Warehouse,5351367,36687.0,Flood,Coastal,No,0
PR00606,Home Insurance,Factory,9083300,50252.93,Flood,Rural,No,2
PR00607,Home Insurance,Warehouse,5793937,35368.11,Fire,Industrial,Yes,3
PR00608,Fire Insurance,Factory,5388915,35931.0,Theft,Urban,No,0
PR00609,Theft Insurance,House,7228664,53147.23,Fire,Coastal,No,3
PR00610,Fire Insurance,House,6105404,45469.93,Earthquake,Urban,No,5
PR00611,Home Insurance,Shop,4029032,9323.45,Fire,Rural,No,3
PR00612,Fire Insurance,Warehouse,4843077,42365.16,Theft,Coastal,No,2
PR00613,Fire Insurance,Apartment,8473701,43903.02,Earthquake,Coastal,No,1
PR00614,Theft Insurance,Apartment,8928684,44609.41,Flood,Coastal,No,4
PR00615,Home Insurance,Warehouse,5245871,44832.63,Flood,Rural,No,4
PR00616,Fire Insurance,Shop,7177936,44996.66,Flood,Coastal,Yes,2
PR00617,Home Insurance,House,2388326,6145.98,Earthquake,Coastal,No,3
PR00618,Home Insurance,Factory,2463572,8415.0,Fire,Urban,No,0
PR00619,Home Insurance,Apartment,4235183,35256.11,Theft,Rural,No,3
PR00620,Home Insurance,Shop,2878947,9822.97,Theft,Urban,No,2
PR00621,Home Insurance,Warehouse,7296764,47584.05,Theft,Coastal,No,4
PR00622,Fire Insurance,House,3708019,34487.16,Fire,Rural,No,3
PR00623,Home Insurance,Shop,6123973,28848.91,Flood,Rural,No,4
PR00624,Home Insurance,Warehouse,3708385,34309.0,Earthquake,Urban,No,0
PR00625,Fire Insurance,House,2325052,15116.69,Earthquake,Urban,No,4
PR00626,Home Insurance,Factory,9826941,56171.3,Flood,Urban,No,4
PR00627,Theft Insurance,House,8289863,24225.6,Fire,Coastal,No,1
PR00628,Home Insurance,House,4399433,24785.18,Fire,Urban,Yes,1
PR00629,Home Insurance,Factory,6333296,53136.98,Earthquake,Urban,Yes,5
PR00630,Home Insurance,House,4769226,10165.54,Theft,Industrial,No,1
PR00631,Home Insurance,House,1181733,6555.27,Earthquake,Urban,No,4
PR00632,Fire Insurance,Shop,6963345,48396.48,Flood,Rural,No,2
PR00633,Home Insurance,House,5761420,52234.63,Flood,Industrial,Yes,4
PR00634,Fire Insurance,Shop,7956047,67367.26,Flood,Rural,No,2
PR00635,Home Insurance,Shop,4977820,46594.77,Theft,Urban,No,2
PR00636,Fire Insurance,Shop,7245338,28748.3,Fire,Industrial,No,1
PR00637,Fire Insurance,Factory,5372666,27926.11,Flood,Urban,No,3
PR00638,Home Insurance,Factory,5882081,18738.0,Theft,Coastal,No,0
PR00639,Home Insurance,Apartment,5929461,40864.04,Fire,Rural,No,1
PR00640,Fire Insurance,Warehouse,8787123,57464.26,Earthquake,Industrial,No,1
PR00641,Home Insurance,Shop,3714699,10053.81,Earthquake,Industrial,Yes,3
PR00642,Theft Insurance,Factory,2890292,6566.0,Earthquake,Urban,No,0
PR00643,Fire Insurance,Warehouse,1321126,4648.74,Earthquake,Industrial,Yes,4
PR00644,Home Insurance,Warehouse,7984270,22016.8,Earthquake,Rural,Yes,5
PR00645,Home Insurance,Apartment,9602566,31146.4,Theft,Rural,No,5
PR00646,Home Insurance,House,9168111,81648.03,Fire,Industrial,No,4
PR00647,Theft Insurance,Warehouse,5575726,38359.16,Theft,Industrial,No,1
PR00648,Fire Insurance,Apartment,6552032,57156.0,Earthquake,Industrial,No,0
PR00649,Home Insurance,Warehouse,2171520,7467.6,Flood,Industrial,No,1
PR00650,Home Insurance,Shop,9785202,72749.34,Fire,Industrial,Yes,2
PR00651,Home Insurance,Shop,7512794,29188.32,Theft,Industrial,No,1
PR00652,Home Insurance,House,6271369,55801.2,Fire,Rural,No,1
PR00653,Fire Insurance,Shop,4471122,18972.19,Flood,Industrial,No,4
PR00654,Fire Insurance,Shop,9669749,70836.95,Fire,Coastal,No,4
PR00655,Fire Insurance,House,6455329,33704.25,Flood,Industrial,Yes,4
PR00656,Home Insurance,Apartment,474824,2232.68,Flood,Coastal,No,5
PR00657,Theft Insurance,Shop,7585506,14974.56,Theft,Coastal,No,2
PR00658,Fire Insurance,Warehouse,4329691,13388.17,Theft,Industrial,No,4
PR00659,Theft Insurance,Factory,7085270,21270.0,Theft,Urban,No,0
PR00660,Fire Insurance,House,4577435,12846.52,Flood,Rural,No,5
PR00661,Home Insurance,House,5896437,45616.75,Theft,Urban,No,3
PR00662,Theft Insurance,Factory,8725815,27813.0,Flood,Industrial,Yes,0
PR00663,Fire Insurance,Apartment,6368819,57772.0,Flood,Coastal,No,0
