Policy_ID,Sub_Type,Asset_Type,Annual_Premium,Coverage_Amount,Risk_Factor,Claim_Status,No_Claim_Years
S00411,Cyber Insurance,Dog,30546.48,190836,Hacking,No,2
S00412,Cyber Insurance,Agriculture,13183.28,392196,Weather,Yes,3
S00413,Gadget Insurance,Mobile,39581.22,242334,Weather,No,1
S00414,Cyber Insurance,Dog,29972.32,1162192,Weather,No,1
S00415,Pet Insurance,Mobile,9215.47,336435,Weather,No,5
S00416,Cyber Insurance,Cat,2987.8,68442,Theft,No,2
S00417,Pet Insurance,Agriculture,24035.0,312455,Health,No,0
S00418,Crop Insurance,Cat,42042.98,643515,Health,Yes,1
S00419,Cyber Insurance,Data,5215.62,219260,Damage,No,5
S00420,Crop Insurance,Agriculture,10392.32,394345,Weather,No,4
S00421,Gadget Insurance,Agriculture,17998.87,438064,Weather,Yes,5
S00422,Crop Insurance,Dog,8714.16,160056,Theft,No,1
S00423,Crop Insurance,Dog,18014.36,147056,Health,No,1
S00424,Cyber Insurance,Mobile,9861.78,109100,Damage,No,5
S00425,Pet Insurance,Mobile,47763.0,1003023,Weather,No,0
S00426,Cyber Insurance,Laptop,16446.39,506746,Health,No,3
S00427,Gadget Insurance,Laptop,18092.76,498474,Hacking,No,1
S00428,Gadget Insurance,Laptop,9346.54,103400,Theft,Yes,5
S00429,Gadget Insurance,Cat,36871.83,693447,Weather,No,5
S00430,Cyber Insurance,Agriculture,44321.5,1615215,Hacking,No,2
S00431,Pet Insurance,Cat,39745.6,1351328,Health,Yes,3
S00432,Pet Insurance,Agriculture,37455.53,203040,Health,No,4
S00433,Cyber Insurance,Laptop,49036.0,735540,Damage,No,0
S00434,Crop Insurance,Dog,33832.46,403480,Theft,No,4
S00435,Crop Insurance,Dog,42133.4,1074384,Damage,Yes,3
S00436,Gadget Insurance,Cat,12363.5,144496,Health,No,3
S00437,Pet Insurance,Data,24928.41,794580,Damage,No,3
S00438,Crop Insurance,Agriculture,28881.19,970672,Damage,Yes,4
S00439,Cyber Insurance,Agriculture,15428.96,114751,Weather,No,3
S00440,Gadget Insurance,Laptop,1052.16,9312,Hacking,No,5
S00441,Gadget Insurance,Cat,3528.98,141562,Damage,Yes,4
S00442,Gadget Insurance,Data,44688.74,712215,Health,No,3
S00443,Gadget Insurance,Dog,23008.4,254540,Weather,Yes,5
S00444,Crop Insurance,Agriculture,31549.14,1215450,Weather,No,2
S00445,Gadget Insurance,Agriculture,45515.1,1160616,Weather,No,3
S00446,Pet Insurance,Laptop,17120.08,204171,Hacking,Yes,4
S00447,Pet Insurance,Mobile,13738.62,462627,Hacking,Yes,1
S00448,Pet Insurance,Mobile,15834.61,504720,Health,No,3
S00449,Crop Insurance,Laptop,15876.0,145800,Weather,No,1
S00450,Pet Insurance,Agriculture,18694.89,599778,Weather,Yes,5
S00451,Gadget Insurance,Dog,41172.35,1243230,Hacking,No,2
S00452,Gadget Insurance,Dog,40579.0,243474,Theft,Yes,0
S00453,Crop Insurance,Agriculture,36109.12,1428724,Damage,Yes,2
S00454,Gadget Insurance,Cat,15488.26,148104,Theft,Yes,3
S00455,Gadget Insurance,Data,17529.26,429288,Damage,Yes,1
S00456,Crop Insurance,Dog,16188.62,181709,Weather,No,1
S00457,Crop Insurance,Data,13699.01,415856,Weather,No,4
S00458,Pet Insurance,Mobile,14872.48,257992,Damage,Yes,1
S00459,Cyber Insurance,Laptop,31472.12,1057751,Weather,No,4
S00460,Gadget Insurance,Laptop,42115.48,1444352,Damage,Yes,5
S00461,Pet Insurance,Laptop,27413.0,411195,Hacking,No,0
S00462,Cyber Insurance,Cat,31675.82,403860,Theft,No,3
S00463,Pet Insurance,Mobile,8415.69,82116,Weather,Yes,4
S00464,Pet Insurance,Data,34634.0,519510,Health,No,0
S00465,Gadget Insurance,Cat,3585.82,139042,Theft,No,1
S00466,Cyber Insurance,Data,39155.9,1358470,Theft,No,1
S00467,Gadget Insurance,Mobile,39239.0,510107,Theft,Yes,0
S00468,Cyber Insurance,Mobile,22580.18,391697,Health,No,1
S00469,Gadget Insurance,Dog,12117.06,254695,Hacking,No,5
S00470,Pet Insurance,Laptop,15694.78,277808,Health,No,5
S00471,Crop Insurance,Agriculture,42798.0,1112748,Health,No,0
S00472,Cyber Insurance,Laptop,30035.07,879201,Theft,No,4
S00473,Pet Insurance,Mobile,40672.75,308672,Health,Yes,4
S00474,Cyber Insurance,Dog,10794.0,366996,Damage,Yes,0
S00475,Pet Insurance,Dog,17845.06,232164,Theft,Yes,4
S00476,Gadget Insurance,Dog,3041.05,46158,Theft,No,4
S00477,Cyber Insurance,Data,2064.56,70804,Theft,No,5
S00478,Crop Insurance,Dog,32559.6,847200,Theft,No,4
S00479,Gadget Insurance,Data,14667.23,320712,Damage,No,2
S00480,Cyber Insurance,Cat,26064.43,1052334,Damage,Yes,3
S00481,Gadget Insurance,Data,28661.08,497182,Damage,Yes,1
S00482,Crop Insurance,Mobile,27245.59,1049653,Theft,No,2
S00483,Gadget Insurance,Data,5791.55,87906,Hacking,No,4
S00484,Pet Insurance,Dog,29909.84,1025759,Health,No,5
S00485,Gadget Insurance,Agriculture,13061.0,365708,Health,No,0
S00486,Crop Insurance,Agriculture,32965.44,964980,Health,No,4
S00487,Cyber Insurance,Dog,33810.25,1309140,Health,No,5
S00488,Crop Insurance,Agriculture,45505.69,1015329,Health,No,3
S00489,Pet Insurance,Mobile,28660.75,279657,Health,Yes,4
S00490,Gadget Insurance,Data,7381.0,36905,Hacking,No,0
S00491,Pet Insurance,Agriculture,3434.9,53200,Hacking,Yes,5
S00492,Gadget Insurance,Dog,31614.63,244825,Theft,Yes,5
S00493,Gadget Insurance,Dog,12015.82,518427,Damage,No,5
S00494,Cyber Insurance,Data,46840.3,1841379,Damage,No,3
S00495,Crop Insurance,Mobile,3937.59,106725,Health,No,4
S00496,Crop Insurance,Agriculture,20005.04,488865,Health,Yes,3
S00497,Cyber Insurance,Mobile,20883.8,490130,Weather,No,1
S00498,Gadget Insurance,Data,32115.58,1245298,Health,No,1
S00499,Cyber Insurance,Data,12051.66,326650,Health,No,4
S00500,Pet Insurance,Cat,39492.42,1510560,Hacking,No,3
S00501,Pet Insurance,Dog,4141.0,41410,Weather,No,0
S00502,Cyber Insurance,Data,5255.4,209304,Theft,No,5
S00503,Crop Insurance,Agriculture,43657.57,289788,Damage,Yes,5
S00504,Gadget Insurance,Dog,25100.4,707538,Hacking,No,4
S00505,Cyber Insurance,Dog,19322.66,729529,Weather,No,1
S00506,Crop Insurance,Agriculture,31153.22,635780,Damage,Yes,1
S00507,Pet Insurance,Cat,44788.37,1288274,Weather,No,5
S00508,Crop Insurance,Dog,19648.29,362134,Hacking,No,4
S00509,Pet Insurance,Laptop,25757.6,465239,Theft,Yes,3
S00510,Crop Insurance,Cat,47734.82,1509979,Health,No,1
S00511,Pet Insurance,Laptop,20267.63,430680,Weather,Yes,3
S00512,Cyber Insurance,Dog,6906.06,147987,Theft,Yes,1
S00513,Cyber Insurance,Data,5426.26,60907,Health,Yes,1
S00514,Cyber Insurance,Mobile,9734.61,354760,Weather,No,2
S00515,Crop Insurance,Data,3135.02,118363,Health,Yes,1
S00516,Crop Insurance,Mobile,6453.0,167778,Health,No,0
S00517,Cyber Insurance,Cat,22881.19,694596,Damage,Yes,4
S00518,Pet Insurance,Laptop,30582.96,232099,Damage,No,4
S00519,Cyber Insurance,Laptop,39301.35,1461495,Damage,Yes,3
S00520,Gadget Insurance,Agriculture,14403.06,102879,Damage,No,1
S00521,Pet Insurance,Agriculture,27490.0,989640,Health,No,0
S00522,Pet Insurance,Mobile,45186.63,1728360,Health,No,3
S00523,Gadget Insurance,Agriculture,37181.89,1432455,Theft,No,2
S00524,Crop Insurance,Laptop,35449.06,903936,Health,No,3
S00525,Crop Insurance,Laptop,32536.07,967932,Damage,No,3
S00526,Cyber Insurance,Dog,5589.92,205344,Theft,No,1
S00527,Gadget Insurance,Agriculture,32143.63,937132,Weather,No,2
S00528,Gadget Insurance,Cat,1063.55,29380,Health,No,3
S00529,Crop Insurance,Cat,30503.0,1098108,Hacking,No,0
S00530,Cyber Insurance,Laptop,1725.0,65550,Health,No,0
S00531,Gadget Insurance,Laptop,43019.25,1072720,Theft,No,4
S00532,Cyber Insurance,Data,41111.84,1284210,Hacking,Yes,2
S00533,Gadget Insurance,Agriculture,42366.13,1014599,Theft,No,2
S00534,Gadget Insurance,Mobile,41596.04,450970,Health,No,4
S00535,Crop Insurance,Agriculture,18734.43,338385,Weather,No,3
S00536,Gadget Insurance,Laptop,38820.33,1495577,Health,Yes,2
S00537,Cyber Insurance,Cat,45751.0,1464032,Health,Yes,0
S00538,Gadget Insurance,Agriculture,41043.0,697731,Hacking,Yes,0
S00539,Crop Insurance,Agriculture,48942.18,399528,Weather,No,1
S00540,Pet Insurance,Dog,11523.84,299975,Damage,Yes,2
S00541,Gadget Insurance,Data,14055.76,567492,Health,No,3
S00542,Crop Insurance,Cat,37670.44,1225230,Weather,Yes,4
S00543,Gadget Insurance,Agriculture,18024.92,410382,Weather,No,4
S00544,Pet Insurance,Data,27726.58,883770,Weather,No,3
S00545,Crop Insurance,Cat,40748.75,1036840,Health,Yes,5
S00546,Crop Insurance,Data,8000.72,57148,Damage,No,1
S00547,Pet Insurance,Dog,8106.69,52734,Damage,No,4
S00548,Crop Insurance,Agriculture,24888.77,699705,Damage,No,2
S00549,Crop Insurance,Dog,40002.62,734742,Hacking,No,1
S00550,Cyber Insurance,Laptop,27016.05,675120,Damage,Yes,2
S00551,Crop Insurance,Agriculture,45779.0,228895,Hacking,No,0
S00552,Gadget Insurance,Mobile,24268.72,668628,Health,No,1
S00553,Crop Insurance,Mobile,29988.03,1105408,Weather,No,4
S00554,Cyber Insurance,Agriculture,48995.1,399960,Damage,No,1
S00555,Pet Insurance,Laptop,18611.18,740649,Theft,Yes,1
S00556,Crop Insurance,Agriculture,15601.6,159200,Health,Yes,1
S00557,Gadget Insurance,Cat,4428.31,156768,Theft,No,5
S00558,Pet Insurance,Data,22984.92,703620,Theft,No,1
S00559,Gadget Insurance,Agriculture,10068.83,188712,Hacking,No,2
S00560,Crop Insurance,Laptop,37964.0,1404668,Health,No,0
S00561,Cyber Insurance,Agriculture,32142.65,546416,Damage,No,3
S00562,Gadget Insurance,Data,37060.66,642889,Weather,Yes,1
S00563,Pet Insurance,Cat,33972.66,920800,Health,Yes,4
S00564,Cyber Insurance,Cat,26049.38,531620,Hacking,Yes,1
S00565,Gadget Insurance,Agriculture,37550.53,895642,Hacking,Yes,4
S00566,Gadget Insurance,Data,8796.3,329724,Damage,Yes,2
S00567,Pet Insurance,Laptop,42416.94,1609545,Hacking,No,4
S00568,Cyber Insurance,Data,20782.46,684511,Hacking,No,3
S00569,Crop Insurance,Agriculture,44650.0,491150,Damage,No,0
S00570,Crop Insurance,Mobile,19045.06,103240,Hacking,Yes,4
S00571,Pet Insurance,Dog,19746.98,449589,Weather,No,4
S00572,Cyber Insurance,Laptop,5315.0,180710,Theft,Yes,0
S00573,Crop Insurance,Laptop,30585.92,1137395,Damage,No,3
S00574,Pet Insurance,Agriculture,12064.78,110799,Hacking,No,1
S00575,Pet Insurance,Agriculture,9907.16,408158,Weather,No,4
S00576,Cyber Insurance,Dog,15385.0,184620,Health,Yes,0
S00577,Pet Insurance,Mobile,40222.51,251286,Damage,No,2
S00578,Cyber Insurance,Agriculture,12420.0,372600,Damage,No,0
S00579,Cyber Insurance,Cat,17447.59,236171,Health,No,2
S00580,Pet Insurance,Data,43963.08,747360,Weather,Yes,3
S00581,Pet Insurance,Agriculture,45097.64,230090,Health,No,1
S00582,Gadget Insurance,Laptop,28934.0,202538,Theft,No,0
S00583,Crop Insurance,Laptop,28069.45,683166,Health,No,5
S00584,Pet Insurance,Cat,42135.62,456820,Hacking,No,4
S00585,Pet Insurance,Cat,21871.42,162666,Theft,No,3
S00586,Pet Insurance,Mobile,34148.0,956144,Hacking,Yes,0
S00587,Crop Insurance,Mobile,34797.26,226356,Weather,Yes,4
S00588,Gadget Insurance,Data,28757.0,776439,Damage,No,0
S00589,Cyber Insurance,Agriculture,41704.41,607936,Damage,No,2
S00590,Gadget Insurance,Cat,21041.0,526025,Health,No,0
S00591,Pet Insurance,Cat,9058.19,270567,Health,Yes,5
S00592,Crop Insurance,Cat,2525.0,88375,Weather,No,0
S00593,Crop Insurance,Dog,9457.0,217511,Hacking,No,0
S00594,Gadget Insurance,Laptop,20098.68,533640,Hacking,No,5
S00595,Crop Insurance,Dog,38613.34,1353858,Theft,Yes,3
S00596,Gadget Insurance,Dog,35998.0,467974,Theft,No,0
S00597,Crop Insurance,Cat,24461.0,920074,Weather,No,5
S00598,Pet Insurance,Data,20367.73,441640,Theft,No,4
S00599,Cyber Insurance,Cat,37639.04,313528,Damage,No,2
S00600,Gadget Insurance,Laptop,42709.95,756007,Health,No,2
S00601,Pet Insurance,Laptop,42836.0,771048,Health,No,0
S00602,Crop Insurance,Cat,2493.22,79470,Health,No,3
S00603,Crop Insurance,Agriculture,34791.16,517510,Theft,Yes,3
S00604,Pet Insurance,Mobile,11146.82,205445,Health,No,4
S00605,Crop Insurance,Agriculture,27374.0,547480,Health,No,0
S00606,Crop Insurance,Agriculture,46667.76,534512,Health,No,2
S00607,Pet Insurance,Data,26858.8,570740,Theft,No,3
S00608,Cyber Insurance,Agriculture,47641.0,905179,Theft,No,0
S00609,Pet Insurance,Agriculture,1106.84,43512,Health,No,3
S00610,Crop Insurance,Dog,11900.12,329125,Hacking,No,5
S00611,Cyber Insurance,Agriculture,46443.12,1381660,Weather,No,3
S00612,Pet Insurance,Data,17576.28,91505,Health,No,2
S00613,Crop Insurance,Dog,15555.54,333333,Health,No,1
S00614,Crop Insurance,Laptop,32482.12,422592,Weather,No,4
S00615,Crop Insurance,Cat,22045.52,717030,Theft,No,4
S00616,Pet Insurance,Cat,15730.39,81895,Hacking,No,2
S00617,Gadget Insurance,Agriculture,39583.71,588798,Hacking,No,3
S00618,Cyber Insurance,Mobile,5802.0,179862,Hacking,No,0
S00619,Gadget Insurance,Laptop,32648.07,381568,Hacking,No,3
S00620,Cyber Insurance,Data,30178.65,1162651,Damage,Yes,2
S00621,Gadget Insurance,Data,29243.68,1236495,Theft,No,4
S00622,Crop Insurance,Dog,1943.56,28910,Damage,No,3
S00623,Cyber Insurance,Cat,12485.18,135360,Damage,No,4
S00624,Crop Insurance,Agriculture,5361.0,48249,Hacking,Yes,0
S00625,Pet Insurance,Mobile,5382.94,87540,Health,No,4
S00626,Cyber Insurance,Dog,38480.28,542347,Weather,Yes,4
S00627,Pet Insurance,Cat,22133.3,112925,Hacking,No,1
S00628,Cyber Insurance,Data,20974.94,749105,Health,Yes,1
S00629,Cyber Insurance,Dog,5562.73,141542,Damage,Yes,5
S00630,Crop Insurance,Agriculture,25413.36,1011348,Damage,No,1
S00631,Pet Insurance,Agriculture,42224.17,549336,Damage,Yes,4
S00632,Gadget Insurance,Data,36049.57,1313760,Weather,No,2
S00633,Pet Insurance,Data,42632.78,1247967,Damage,Yes,4
S00634,Cyber Insurance,Agriculture,9666.43,372405,Damage,Yes,2
S00635,Cyber Insurance,Agriculture,43048.97,582712,Health,Yes,2
S00636,Cyber Insurance,Agriculture,21453.18,744294,Weather,Yes,1
S00637,Gadget Insurance,Mobile,1761.91,18720,Health,No,3
S00638,Gadget Insurance,Agriculture,11199.0,347169,Damage,No,0
S00639,Crop Insurance,Laptop,44214.66,902340,Hacking,No,1
S00640,Cyber Insurance,Cat,45095.68,1058368,Weather,No,1
S00641,Cyber Insurance,Laptop,41076.44,1134718,Health,No,3
S00642,Cyber Insurance,Laptop,18718.0,580258,Health,No,0
S00643,Crop Insurance,Dog,4230.9,27522,Damage,Yes,4
S00644,Gadget Insurance,Mobile,7311.82,186047,Weather,No,5
S00645,Cyber Insurance,Cat,21293.66,494697,Health,No,5
S00646,Cyber Insurance,Agriculture,42973.13,279540,Weather,No,4
S00647,Cyber Insurance,Dog,1775.76,19932,Health,No,1
S00648,Gadget Insurance,Dog,6988.0,209640,Damage,No,0
S00649,Cyber Insurance,Mobile,18349.52,93620,Weather,No,1
S00650,Gadget Insurance,Agriculture,45118.63,422811,Health,No,2
S00651,Crop Insurance,Cat,13639.64,236606,Damage,Yes,1
S00652,Cyber Insurance,Agriculture,37211.58,911304,Health,Yes,1
S00653,Pet Insurance,Dog,42376.36,1653948,Theft,No,4
S00654,Crop Insurance,Cat,5305.46,115040,Health,Yes,4
S00655,Gadget Insurance,Dog,23327.61,859894,Theft,No,4
S00656,Pet Insurance,Dog,43629.55,1448010,Hacking,Yes,5
S00657,Crop Insurance,Cat,18889.15,609708,Weather,No,2
S00658,Gadget Insurance,Cat,22488.26,292572,Weather,No,4
S00659,Pet Insurance,Agriculture,15088.0,528080,Hacking,No,0
S00660,Crop Insurance,Data,44000.15,1606341,Hacking,No,5
S00661,Cyber Insurance,Agriculture,34180.33,726320,Health,Yes,3
S00662,Crop Insurance,Mobile,16165.0,484950,Damage,No,0
S00663,Gadget Insurance,Cat,31474.0,1038642,Hacking,Yes,0
S00664,Cyber Insurance,Dog,36083.96,1369235,Health,No,4
S00665,Pet Insurance,Cat,45757.93,388936,Damage,No,3
S00666,Pet Insurance,Cat,9575.69,223828,Damage,Yes,3
S00667,Crop Insurance,Agriculture,13938.46,231300,Damage,No,5
S00668,Pet Insurance,Laptop,30647.09,1204794,Damage,No,3
S00669,Cyber Insurance,Data,31796.92,1224996,Theft,No,2
S00670,Pet Insurance,Agriculture,34943.0,378840,Weather,No,4
S00671,Cyber Insurance,Agriculture,24781.59,526600,Health,Yes,3
S00672,Pet Insurance,Data,33090.73,475904,Theft,No,5
S00673,Pet Insurance,Dog,24916.62,518880,Hacking,No,2
S00674,Cyber Insurance,Data,24259.9,123775,Theft,No,1
S00675,Crop Insurance,Data,13786.64,154748,Health,No,1
S00676,Pet Insurance,Cat,14191.83,265986,Theft,No,2
S00677,Gadget Insurance,Cat,37984.56,210110,Damage,Yes,5
S00678,Gadget Insurance,Agriculture,10958.16,102690,Damage,No,2
S00679,Gadget Insurance,Cat,7908.38,128610,Hacking,No,4
S00680,Cyber Insurance,Mobile,41263.98,1700006,Damage,Yes,4
S00681,Cyber Insurance,Laptop,23153.48,212634,Theft,Yes,1
S00682,Pet Insurance,Data,36384.6,1159740,Health,Yes,3
S00683,Cyber Insurance,Laptop,16315.77,505400,Hacking,No,5
S00684,Crop Insurance,Agriculture,32501.7,397980,Hacking,No,1
S00685,Cyber Insurance,Agriculture,1707.32,19954,Weather,No,3
S00686,Cyber Insurance,Laptop,40609.61,1164969,Weather,Yes,3
S00687,Cyber Insurance,Dog,45428.48,689528,Theft,No,4
S00688,Cyber Insurance,Dog,10697.0,128364,Theft,No,0
S00689,Crop Insurance,Mobile,5148.0,30888,Health,No,0
S00690,Crop Insurance,Dog,3207.74,56780,Weather,No,2
S00691,Crop Insurance,Agriculture,21578.8,116975,Hacking,No,4
S00692,Cyber Insurance,Mobile,6215.63,52832,Damage,No,3
S00693,Cyber Insurance,Laptop,22344.02,519099,Weather,Yes,5
S00694,Gadget Insurance,Laptop,11960.0,215280,Theft,No,0
S00695,Cyber Insurance,Cat,31752.99,1180795,Health,Yes,3
S00696,Cyber Insurance,Agriculture,16178.0,210314,Damage,No,0
S00697,Crop Insurance,Dog,20253.0,405060,Hacking,No,0
S00698,Crop Insurance,Laptop,22975.0,413550,Damage,No,0
S00699,Cyber Insurance,Cat,15460.66,102624,Health,No,5
S00700,Cyber Insurance,Agriculture,26052.29,423675,Health,No,4
S00701,Crop Insurance,Mobile,10833.49,203745,Theft,Yes,5
S00702,Pet Insurance,Dog,20490.82,397271,Health,No,1
S00703,Pet Insurance,Laptop,41649.63,619528,Weather,No,3
S00704,Pet Insurance,Dog,8846.43,153456,Damage,Yes,4
S00705,Cyber Insurance,Data,39729.16,1033752,Weather,No,4
S00706,Pet Insurance,Laptop,16959.58,257418,Weather,No,4
S00707,Pet Insurance,Cat,14318.84,170764,Hacking,No,4
S00708,Crop Insurance,Mobile,30771.27,476588,Hacking,No,5
S00709,Cyber Insurance,Data,19471.19,316650,Weather,No,4
S00710,Gadget Insurance,Dog,25348.8,686244,Weather,Yes,2
S00711,Pet Insurance,Data,27422.57,990624,Damage,Yes,3
S00712,Cyber Insurance,Mobile,42908.57,604760,Damage,No,4
S00713,Gadget Insurance,Data,34136.09,725380,Weather,No,3
S00714,Crop Insurance,Mobile,15885.02,628520,Weather,No,2
S00715,Pet Insurance,Data,45089.82,1596266,Hacking,Yes,2
S00716,Crop Insurance,Laptop,30052.26,319300,Health,No,3
S00717,Gadget Insurance,Laptop,27981.0,1007316,Hacking,No,0
S00718,Cyber Insurance,Laptop,34211.8,698200,Damage,No,1
S00719,Crop Insurance,Dog,44710.0,1117750,Hacking,No,0
S00720,Pet Insurance,Agriculture,8978.0,278318,Theft,No,0
S00721,Cyber Insurance,Laptop,40022.0,619864,Damage,No,5
S00722,Crop Insurance,Laptop,14609.0,496706,Weather,No,0
S00723,Crop Insurance,Agriculture,18397.56,359028,Hacking,No,4
S00724,Cyber Insurance,Data,12296.03,516914,Theft,No,5
S00725,Cyber Insurance,Laptop,17899.44,336634,Health,No,5
S00726,Pet Insurance,Data,1749.85,49194,Weather,Yes,2
S00727,Gadget Insurance,Cat,4833.0,101493,Weather,No,0
S00728,Gadget Insurance,Dog,4227.68,35216,Health,Yes,2
S00729,Crop Insurance,Laptop,1939.8,72135,Hacking,No,3
S00730,Gadget Insurance,Agriculture,12109.86,86499,Hacking,No,1
S00731,Cyber Insurance,Laptop,35185.12,1089900,Damage,No,5
S00732,Gadget Insurance,Data,25162.77,374290,Theft,No,3
S00733,Pet Insurance,Dog,18209.24,754533,Health,Yes,3
S00734,Crop Insurance,Laptop,16270.57,617400,Health,No,4
S00735,Pet Insurance,Data,18605.3,189850,Damage,No,1
S00736,Cyber Insurance,Mobile,44161.67,1079183,Damage,No,3
S00737,Cyber Insurance,Data,23158.03,565915,Hacking,No,3
S00738,Cyber Insurance,Dog,18736.62,707403,Weather,Yes,1
S00739,Gadget Insurance,Laptop,20103.72,102570,Theft,No,1
S00740,Cyber Insurance,Dog,46280.29,1819364,Health,No,3
S00741,Cyber Insurance,Laptop,1150.52,27002,Damage,No,1
S00742,Cyber Insurance,Data,31420.75,801216,Damage,No,3
S00743,Gadget Insurance,Dog,42444.94,1127425,Damage,No,3
S00744,Crop Insurance,Laptop,4639.51,186110,Weather,Yes,4
S00745,Cyber Insurance,Data,1198.0,41930,Hacking,No,0
S00746,Pet Insurance,Laptop,43013.42,868319,Health,No,3
S00747,Crop Insurance,Cat,46254.78,1396698,Theft,No,2
S00748,Gadget Insurance,Data,43606.04,1302507,Theft,Yes,5
S00749,Pet Insurance,Dog,46893.0,1781934,Health,No,0
S00750,Pet Insurance,Agriculture,15083.0,527905,Theft,No,0
S00751,Crop Insurance,Dog,39234.0,510042,Health,Yes,0
S00752,Crop Insurance,Mobile,2851.96,61840,Damage,No,4
S00753,Pet Insurance,Dog,38746.05,205835,Weather,No,3
S00754,Cyber Insurance,Mobile,12142.98,289630,Hacking,No,4
S00755,Pet Insurance,Mobile,20867.17,620788,Hacking,Yes,3
S00756,Gadget Insurance,Mobile,24779.42,241785,Damage,No,4
S00757,Gadget Insurance,Mobile,33872.13,587568,Theft,No,4
S00758,Pet Insurance,Data,40910.55,814662,Damage,No,5
S00759,Cyber Insurance,Data,21049.09,701344,Hacking,No,2
S00760,Gadget Insurance,Dog,11507.47,249520,Hacking,No,4
S00761,Pet Insurance,Cat,44524.43,738855,Health,No,5
S00762,Pet Insurance,Mobile,29766.52,668228,Damage,No,1
S00763,Pet Insurance,Cat,20207.78,778517,Health,No,2
S00764,Crop Insurance,Data,40117.48,956868,Health,No,4
S00765,Crop Insurance,Mobile,14809.0,429461,Weather,Yes,0
S00766,Crop Insurance,Dog,9125.76,344544,Damage,Yes,1
S00767,Gadget Insurance,Mobile,39264.68,600990,Health,No,1
S00768,Cyber Insurance,Data,11006.14,438336,Hacking,Yes,5
S00769,Gadget Insurance,Laptop,47143.88,1683710,Health,No,1
S00770,Cyber Insurance,Dog,44716.22,651840,Damage,No,2
S00771,Crop Insurance,Agriculture,39030.01,550095,Health,No,4
S00772,Gadget Insurance,Cat,28256.75,551430,Health,No,4
S00773,Gadget Insurance,Laptop,46782.0,561384,Hacking,No,0
S00774,Gadget Insurance,Cat,32142.52,1280124,Theft,No,5
S00775,Cyber Insurance,Data,44395.0,1154270,Damage,No,0
S00776,Cyber Insurance,Agriculture,9018.94,165654,Damage,No,1
S00777,Gadget Insurance,Mobile,15547.0,559692,Health,Yes,0
S00778,Gadget Insurance,Agriculture,27534.67,1032120,Theft,Yes,2
S00779,Pet Insurance,Data,35774.97,1435082,Damage,No,4
S00780,Pet Insurance,Agriculture,17019.66,312606,Weather,No,1
S00781,Crop Insurance,Mobile,29832.0,865128,Health,No,0
S00782,Gadget Insurance,Cat,22946.93,203088,Theft,No,5
S00783,Crop Insurance,Agriculture,8912.51,259840,Health,No,2
S00784,Crop Insurance,Agriculture,40718.08,1526292,Theft,No,2
