Policy_ID,Sub_Type,Vehicle_Type,Vehicle_Age,Annual_Premium,Coverage_Amount,No_Claim_Bonus,Accident_History,Claim_Status,No_Claim_Years
M00421,Third Party,Car,10,3894.99,90489,50,Yes,No,5
M00422,Third Party,Car,1,7177.52,153804,30,No,Yes,1
M00423,Comprehensive,Car,1,25504.5,520500,20,Yes,No,1
M00424,Third Party,Bike,5,11422.85,278014,0,Yes,No,5
M00425,Comprehensive,Truck,0,8674.0,147458,10,Yes,No,0
M00426,Comprehensive,Bike,6,17075.11,272130,20,No,No,3
M00427,Comprehensive,Bike,5,24336.34,595992,10,No,No,1
M00428,Comprehensive,Car,14,10367.07,103221,30,No,No,5
M00429,Comprehensive,Car,3,19825.69,416727,30,No,No,5
M00430,Comprehensive,Car,1,5049.78,31548,30,Yes,No,2
M00431,Comprehensive,Bike,7,13456.22,228752,10,No,No,3
M00432,Comprehensive,Truck,0,3402.62,47957,0,No,Yes,4
M00433,Comprehensive,Car,8,4849.0,33943,40,No,No,0
M00434,Comprehensive,Car,8,22527.0,488460,40,No,No,4
M00435,Comprehensive,Car,1,8446.26,98714,0,No,No,3
M00436,Comprehensive,Bike,5,21492.12,114175,10,No,No,3
M00437,Third Party,Car,8,23373.56,173838,20,No,No,3
M00438,Third Party,Bike,5,19420.46,294770,50,No,No,4
M00439,Comprehensive,Truck,13,27491.28,701016,40,No,No,3
M00440,Comprehensive,Bike,9,15283.49,118356,30,No,No,5
M00441,Comprehensive,Car,10,10004.93,141011,30,No,No,4
M00442,Comprehensive,Car,3,3208.52,34090,30,No,No,3
M00443,Third Party,Truck,13,13021.88,187278,30,Yes,No,5
M00444,Third Party,Car,8,18111.22,339444,20,No,No,2
M00445,Comprehensive,Bike,0,24372.17,207160,50,No,No,3
M00446,Third Party,Bike,14,23456.74,534051,50,No,No,4
M00447,Comprehensive,Car,6,3976.84,97392,10,No,No,1
M00448,Third Party,Car,3,16378.62,226226,10,Yes,Yes,3
M00449,Comprehensive,Bike,2,2076.62,42380,30,Yes,No,1
M00450,Comprehensive,Car,2,6228.92,137820,10,Yes,No,5
M00451,Third Party,Truck,12,27598.05,517248,10,No,No,2
M00452,Comprehensive,Bike,4,25010.0,375150,0,Yes,No,0
M00453,Comprehensive,Bike,1,2303.04,45562,50,Yes,No,2
M00454,Comprehensive,Bike,13,16219.56,206796,10,No,No,3
M00455,Comprehensive,Truck,10,11067.14,90344,40,No,Yes,1
M00456,Third Party,Bike,5,16874.62,413256,0,No,No,1
M00457,Comprehensive,Bike,5,17581.26,171549,50,No,No,4
M00458,Third Party,Bike,10,12761.56,221374,30,No,No,1
M00459,Comprehensive,Car,3,23046.29,499720,30,Yes,No,4
M00460,Comprehensive,Truck,13,16075.33,106704,50,No,Yes,5
M00461,Third Party,Truck,5,7697.0,61576,10,No,No,0
M00462,Third Party,Truck,9,17684.06,375780,50,No,No,3
M00463,Comprehensive,Car,10,27018.93,468688,50,Yes,No,4
M00464,Third Party,Bike,5,24107.0,506247,30,No,No,0
M00465,Third Party,Truck,9,2165.8,44200,0,Yes,No,1
M00466,Comprehensive,Bike,9,10194.94,104030,20,Yes,No,1
M00467,Comprehensive,Car,10,18079.0,162711,30,No,No,0
M00468,Third Party,Car,4,11360.16,127512,30,No,Yes,1
M00469,Third Party,Car,9,23700.8,445740,40,No,No,5
M00470,Comprehensive,Truck,14,5329.52,100232,40,No,No,5
M00471,Comprehensive,Car,11,8821.0,114673,30,No,No,0
M00472,Comprehensive,Bike,12,1920.37,37476,20,No,No,4
M00473,Third Party,Bike,10,14887.94,193692,40,No,No,4
M00474,Third Party,Truck,6,23351.0,373616,40,No,Yes,0
M00475,Comprehensive,Bike,3,13678.72,237280,40,Yes,No,4
M00476,Third Party,Bike,9,10196.78,77385,40,No,No,4
M00477,Comprehensive,Car,13,15182.25,369512,20,No,No,5
M00478,Third Party,Bike,13,12029.53,143462,10,Yes,Yes,4
M00479,Third Party,Car,8,13004.78,67705,10,No,No,2
M00480,Third Party,Bike,8,14949.89,254144,40,Yes,No,3
M00481,Comprehensive,Bike,13,25163.46,564894,20,No,Yes,1
M00482,Third Party,Car,5,23810.24,297504,10,Yes,No,2
M00483,Comprehensive,Car,5,21032.76,410454,10,Yes,No,4
M00484,Third Party,Car,14,17245.0,209858,40,Yes,No,5
M00485,Comprehensive,Truck,14,25508.0,306096,50,No,No,0
M00486,Comprehensive,Car,9,26650.91,606774,20,No,No,4
M00487,Comprehensive,Car,13,18668.68,495672,20,No,No,5
M00488,Comprehensive,Car,0,16138.62,325793,10,No,No,3
M00489,Third Party,Bike,0,19868.73,172328,50,Yes,Yes,4
M00490,Comprehensive,Car,10,9479.0,104269,10,No,No,0
M00491,Third Party,Truck,7,4331.59,100632,40,Yes,No,5
M00492,Third Party,Truck,7,7755.64,120120,30,No,Yes,5
M00493,Third Party,Car,13,9238.97,163536,20,No,No,5
M00494,Comprehensive,Bike,10,25082.77,319800,50,No,Yes,3
M00495,Comprehensive,Car,12,3440.43,33570,0,Yes,No,4
M00496,Comprehensive,Truck,4,21277.53,452140,10,No,No,3
M00497,Third Party,Car,12,22420.44,114390,50,No,No,1
M00498,Third Party,Bike,8,20797.56,297108,10,No,No,1
M00499,Comprehensive,Truck,4,7613.23,173334,10,Yes,Yes,4
M00500,Third Party,Bike,7,21626.71,252758,0,No,Yes,3
M00501,Third Party,Car,2,13868.0,249624,40,No,Yes,0
M00502,Comprehensive,Car,5,11950.74,66105,0,No,No,5
M00503,Comprehensive,Car,11,26406.24,438195,30,Yes,No,5
M00504,Third Party,Car,4,6499.01,49322,10,Yes,No,4
M00505,Comprehensive,Truck,9,15342.88,172216,10,Yes,No,1
M00506,Comprehensive,Truck,8,9048.34,138495,20,No,No,1
M00507,Third Party,Car,12,18018.76,259142,30,No,No,5
M00508,Comprehensive,Bike,10,23455.82,203440,50,No,No,4
M00509,Comprehensive,Car,11,13216.22,168504,10,Yes,No,3
M00510,Comprehensive,Bike,8,13345.64,285978,20,No,Yes,1
M00511,Third Party,Car,7,7461.77,190272,30,No,No,3
M00512,Third Party,Car,9,23594.48,457444,10,No,Yes,1
M00513,Third Party,Car,14,18395.58,225252,10,Yes,No,1
M00514,Comprehensive,Car,11,15897.5,148977,40,Yes,Yes,2
M00515,Comprehensive,Car,0,26166.98,213608,20,No,No,1
M00516,Third Party,Bike,14,26062.0,390930,50,No,No,0
M00517,Third Party,Truck,4,6914.99,112455,40,No,No,4
M00518,Third Party,Car,5,25830.0,140020,0,Yes,No,4
M00519,Third Party,Car,10,16036.03,289646,0,Yes,No,3
M00520,Comprehensive,Truck,10,3978.8,52780,50,Yes,No,1
M00521,Third Party,Car,5,14437.0,303177,50,Yes,No,0
M00522,Comprehensive,Car,8,27957.17,623784,10,No,No,3
M00523,Third Party,Truck,10,27128.42,451952,0,No,No,2
M00524,Comprehensive,Car,7,21441.29,182248,50,No,No,3
M00525,Third Party,Truck,6,17476.05,204248,30,Yes,Yes,3
M00526,Comprehensive,Bike,14,4361.98,106824,0,No,No,1
M00527,Third Party,Bike,11,26986.28,365287,50,Yes,Yes,2
M00528,Third Party,Car,5,7640.6,113652,0,No,Yes,3
M00529,Comprehensive,Truck,2,27374.0,301114,0,Yes,No,0
M00530,Third Party,Car,8,27532.0,440512,30,No,No,0
M00531,Third Party,Bike,10,20906.4,385322,10,Yes,Yes,4
M00532,Comprehensive,Bike,10,16671.58,104154,20,Yes,No,2
M00533,Comprehensive,Car,3,14899.65,139626,40,Yes,No,2
M00534,Comprehensive,Car,8,17331.3,187900,10,Yes,No,4
M00535,Third Party,Car,6,26141.61,499950,50,No,Yes,3
M00536,Comprehensive,Bike,12,25659.01,480906,40,No,Yes,2
M00537,Comprehensive,Truck,12,15236.0,259012,10,No,No,0
M00538,Comprehensive,Car,13,16147.0,274499,0,No,No,0
M00539,Third Party,Car,3,21741.3,510255,10,No,No,1
M00540,Third Party,Car,5,7683.2,144000,50,No,No,2
M00541,Third Party,Truck,2,19576.79,478400,10,No,No,3
M00542,Third Party,Bike,0,21266.12,184448,50,No,No,4
M00543,Comprehensive,Car,11,22014.16,572808,50,No,No,4
M00544,Third Party,Truck,8,17878.88,398916,20,No,Yes,3
M00545,Comprehensive,Truck,12,7226.85,87945,30,No,No,5
M00546,Comprehensive,Car,3,27969.2,428100,20,No,No,1
M00547,Comprehensive,Bike,6,13826.3,299800,0,No,No,4
M00548,Comprehensive,Truck,13,16634.13,294440,50,No,No,2
M00549,Comprehensive,Car,2,17486.14,196273,50,Yes,No,1
M00550,Comprehensive,Car,11,5140.06,80280,0,No,No,2
M00551,Third Party,Bike,0,6718.0,161232,40,Yes,No,0
M00552,Comprehensive,Car,7,5367.46,109540,0,No,No,1
M00553,Comprehensive,Truck,4,21808.47,141864,40,Yes,No,4
M00554,Third Party,Car,12,9542.26,214214,10,Yes,No,1
M00555,Comprehensive,Car,8,13657.28,97552,50,Yes,No,1
M00556,Comprehensive,Bike,5,18121.18,425293,30,Yes,No,1
M00557,Third Party,Truck,14,18140.79,240828,0,Yes,No,5
M00558,Third Party,Truck,14,20977.88,235466,0,No,No,1
M00559,Comprehensive,Car,2,13103.7,177372,30,No,No,2
M00560,Comprehensive,Truck,11,10967.0,87736,0,Yes,Yes,0
M00561,Third Party,Truck,13,15634.14,182721,30,No,No,3
M00562,Comprehensive,Bike,8,25706.38,262310,10,No,No,1
M00563,Comprehensive,Bike,1,19152.05,103820,30,No,No,4
M00564,Comprehensive,Truck,6,6383.72,104224,0,No,No,1
M00565,Comprehensive,Car,9,21494.87,489384,0,Yes,No,4
M00566,Third Party,Truck,6,13690.5,299355,10,No,No,2
M00567,Comprehensive,Bike,5,20577.11,535416,0,No,No,4
M00568,Comprehensive,Car,6,13361.16,170352,50,No,No,3
M00569,Third Party,Car,7,22019.0,110095,20,Yes,No,0
M00570,Comprehensive,Bike,13,6181.71,107232,50,No,No,4
M00571,Third Party,Bike,6,18785.87,448074,0,No,No,4
M00572,Comprehensive,Truck,5,16432.0,147888,0,No,No,0
M00573,Third Party,Car,3,1906.85,48624,30,No,No,3
M00574,Third Party,Truck,4,22420.44,183024,0,Yes,No,1
M00575,Comprehensive,Bike,1,16529.76,322578,50,No,No,4
M00576,Comprehensive,Truck,8,17301.0,328719,0,No,No,0
M00577,Comprehensive,Car,4,28319.31,678201,50,Yes,Yes,2
M00578,Comprehensive,Bike,7,6283.0,81679,20,No,No,0
M00579,Comprehensive,Car,14,8999.91,159307,20,No,No,2
M00580,Comprehensive,Bike,9,7555.89,144504,0,Yes,No,3
M00581,Third Party,Bike,6,24299.1,123975,0,No,No,1
M00582,Comprehensive,Truck,9,23344.0,326816,10,No,No,0
M00583,Comprehensive,Truck,9,3367.1,48425,10,No,Yes,5
M00584,Comprehensive,Car,5,13850.28,165176,50,Yes,Yes,4
M00585,Third Party,Truck,12,21947.66,256509,20,No,Yes,3
M00586,Comprehensive,Car,3,3593.0,25151,20,Yes,No,0
M00587,Third Party,Car,4,19819.85,193392,10,No,No,4
M00588,Comprehensive,Car,5,27771.0,416565,30,No,No,0
M00589,Comprehensive,Truck,3,3854.09,92299,30,Yes,No,2
M00590,Comprehensive,Bike,2,19251.0,404271,40,No,Yes,0
M00591,Comprehensive,Truck,7,26623.18,706872,0,Yes,Yes,5
M00592,Third Party,Bike,0,25418.0,203344,30,No,No,0
M00593,Comprehensive,Bike,6,21217.0,127302,20,No,Yes,0
M00594,Comprehensive,Bike,7,24846.97,522272,30,No,No,5
M00595,Third Party,Bike,14,17790.41,132314,0,Yes,Yes,3
M00596,Third Party,Car,0,9509.0,190180,40,No,No,0
M00597,Comprehensive,Bike,12,22155.1,563730,0,No,Yes,5
M00598,Comprehensive,Car,7,22518.7,244140,20,No,No,4
M00599,Third Party,Car,12,27378.12,256563,30,Yes,No,2
M00600,Third Party,Bike,13,4182.54,91455,20,No,No,2
M00601,Comprehensive,Car,6,23906.0,167342,20,No,No,0
M00602,Comprehensive,Bike,14,8492.38,189483,40,No,Yes,3
M00603,Third Party,Bike,10,13357.4,298032,10,No,No,3
M00604,Third Party,Bike,4,26340.99,456928,0,No,No,4
M00605,Third Party,Truck,5,7048.0,49336,30,No,Yes,0
M00606,Comprehensive,Car,7,3349.88,62784,50,Yes,No,2
M00607,Third Party,Bike,1,18552.78,137984,10,Yes,No,3
M00608,Third Party,Truck,1,15233.0,152330,30,Yes,Yes,0
M00609,Third Party,Bike,6,14750.36,344784,40,No,No,3
M00610,Comprehensive,Truck,5,16928.63,449472,10,No,Yes,5
M00611,Comprehensive,Truck,7,27450.81,233328,0,No,Yes,3
M00612,Comprehensive,Bike,3,7988.61,74862,10,No,Yes,2
M00613,Third Party,Truck,4,8423.1,60165,10,No,No,1
M00614,Comprehensive,Car,2,3944.97,81263,50,No,No,4
M00615,Comprehensive,Car,13,10336.06,123266,20,No,No,4
M00616,Comprehensive,Truck,7,11716.88,183000,20,No,No,2
M00617,Comprehensive,Car,5,11731.96,149580,30,Yes,No,3
M00618,Comprehensive,Bike,11,23375.0,397375,40,No,No,0
M00619,Comprehensive,Car,12,24406.99,337116,20,No,No,3
M00620,Third Party,Car,7,11001.38,217645,20,No,No,2
M00621,Third Party,Bike,5,5067.49,87904,20,No,Yes,4
M00622,Third Party,Car,11,11484.42,61010,50,No,No,3
M00623,Third Party,Car,5,15760.5,205044,20,Yes,No,4
M00624,Comprehensive,Truck,8,21108.0,506592,10,No,No,0
M00625,Third Party,Car,2,3597.24,27300,20,No,No,4
M00626,Comprehensive,Bike,7,4984.48,75656,30,No,Yes,4
M00627,Comprehensive,Car,11,28114.24,258192,10,Yes,Yes,1
M00628,Third Party,Car,3,14385.42,161469,50,No,No,1
M00629,Comprehensive,Bike,12,6585.06,109275,50,No,Yes,5
M00630,Third Party,Car,2,6221.04,63480,10,Yes,No,1
M00631,Comprehensive,Car,0,11907.77,258200,50,No,Yes,4
M00632,Comprehensive,Bike,14,18508.83,96360,10,Yes,No,2
M00633,Comprehensive,Bike,1,22633.07,147228,0,Yes,No,4
M00634,Third Party,Car,11,5874.77,30585,50,No,Yes,2
M00635,Comprehensive,Car,5,2912.89,60660,20,Yes,No,2
M00636,Third Party,Bike,2,15253.7,280170,40,No,No,1
M00637,Third Party,Car,8,19587.15,291354,20,No,No,3
M00638,Third Party,Truck,10,22387.0,111935,50,No,No,0
M00639,Comprehensive,Truck,3,17429.3,106710,50,No,No,1
M00640,Comprehensive,Bike,14,2825.34,31713,10,Yes,No,1
M00641,Third Party,Truck,11,17926.88,380940,20,No,Yes,3
M00642,Third Party,Car,4,23749.0,498729,40,No,No,0
M00643,Comprehensive,Car,11,21096.4,365952,20,No,No,4
M00644,Third Party,Car,0,17952.77,456803,50,No,No,5
M00645,Third Party,Bike,4,14586.57,96822,50,Yes,Yes,5
M00646,Comprehensive,Car,0,9890.55,75061,0,Yes,No,4
M00647,Comprehensive,Bike,1,16630.6,271520,20,No,No,1
M00648,Comprehensive,Bike,0,23182.0,347730,0,Yes,No,0
M00649,Comprehensive,Car,6,11096.54,260429,30,No,No,1
M00650,Third Party,Car,8,14333.97,268650,50,No,No,2
M00651,Comprehensive,Truck,10,7442.12,121504,20,No,No,1
M00652,Comprehensive,Car,8,10487.96,224742,30,Yes,No,1
M00653,Third Party,Bike,8,8748.66,208670,50,Yes,No,4
M00654,Comprehensive,Car,11,24855.05,377258,0,Yes,No,4
M00655,Third Party,Truck,11,9707.0,157860,40,No,No,4
M00656,Comprehensive,Bike,7,3922.11,104136,10,No,Yes,5
M00657,Comprehensive,Bike,10,12681.12,158448,40,No,No,2
M00658,Comprehensive,Car,13,12366.19,308361,50,No,No,4
M00659,Comprehensive,Car,0,20065.0,220715,10,Yes,No,0
M00660,Third Party,Bike,4,26438.78,146245,30,Yes,Yes,5
M00661,Third Party,Truck,14,20898.23,111020,20,No,Yes,3
M00662,Third Party,Bike,6,20510.0,369180,10,No,Yes,0
M00663,Comprehensive,Bike,0,18877.0,434171,10,No,No,0
M00664,Third Party,Truck,14,22010.47,381808,30,Yes,No,4
M00665,Third Party,Car,6,19013.02,282814,50,Yes,No,3
M00666,Third Party,Car,4,26902.09,400162,40,No,No,3
M00667,Comprehensive,Bike,9,10371.59,218006,20,No,No,5
M00668,Comprehensive,Car,10,27463.98,379340,0,No,No,3
M00669,Third Party,Bike,1,26973.79,140430,20,No,No,2
M00670,Third Party,Bike,4,9490.25,226358,10,Yes,No,4
M00671,Comprehensive,Car,10,14542.36,324471,0,Yes,No,3
M00672,Comprehensive,Truck,4,3017.29,63422,20,Yes,No,5
M00673,Comprehensive,Car,11,17049.02,213024,20,No,No,2
M00674,Comprehensive,Car,3,2931.18,20937,40,No,Yes,1
M00675,Third Party,Bike,10,16912.84,207096,30,No,No,1
M00676,Comprehensive,Truck,7,23378.06,243420,40,No,No,2
M00677,Comprehensive,Bike,3,7005.39,162750,50,No,Yes,5
M00678,Comprehensive,Car,11,17325.62,90200,0,Yes,Yes,2
M00679,Third Party,Car,12,23204.02,377355,10,Yes,No,4
M00680,Comprehensive,Bike,0,12824.61,125136,20,No,No,4
M00681,Comprehensive,Bike,12,29390.2,629790,30,No,No,1
M00682,Comprehensive,Bike,0,20773.99,441440,20,No,No,3
M00683,Comprehensive,Car,13,14989.72,215579,0,Yes,Yes,5
M00684,Third Party,Car,3,27046.04,137990,30,No,No,1
M00685,Third Party,Car,9,23542.04,475247,20,No,Yes,3
M00686,Comprehensive,Bike,3,2210.86,16443,40,No,No,3
M00687,Comprehensive,Bike,12,18029.53,390940,10,No,No,4
M00688,Comprehensive,Car,5,5099.0,101980,10,Yes,Yes,0
M00689,Third Party,Car,6,20504.0,143528,20,Yes,No,0
M00690,Comprehensive,Bike,5,27165.87,396004,50,No,No,2
M00691,Third Party,Car,7,3683.02,67881,40,Yes,No,4
M00692,Third Party,Car,0,16984.75,270690,20,Yes,No,3
M00693,Third Party,Truck,9,10961.85,230413,10,No,No,5
M00694,Comprehensive,Car,13,2102.0,27326,20,No,No,0
M00695,Third Party,Bike,11,27690.81,411894,40,No,No,3
M00696,Third Party,Truck,5,28925.0,607425,50,Yes,Yes,0
M00697,Third Party,Car,3,9795.0,176310,20,Yes,No,0
M00698,Comprehensive,Truck,13,4021.0,48252,0,No,No,0
M00699,Comprehensive,Bike,5,6450.38,171264,0,No,No,5
M00700,Comprehensive,Bike,8,23523.16,382545,10,No,No,4
M00701,Third Party,Car,3,18517.72,204860,20,No,No,5
M00702,Third Party,Car,9,11654.16,237840,40,Yes,Yes,1
M00703,Comprehensive,Car,13,7197.3,84117,40,No,No,3
M00704,Comprehensive,Truck,7,4841.51,26245,30,No,No,4
M00705,Comprehensive,Truck,0,5995.39,84500,0,No,No,4
M00706,Third Party,Car,13,23374.65,506840,50,No,Yes,4
M00707,Comprehensive,Car,8,15094.55,163650,0,No,No,4
M00708,Comprehensive,Car,11,9904.26,65742,40,No,Yes,5
M00709,Comprehensive,Car,3,20909.16,498718,10,No,Yes,4
M00710,Comprehensive,Truck,13,5841.15,30410,0,Yes,Yes,2
M00711,Third Party,Truck,5,25596.66,190372,10,No,Yes,3
M00712,Comprehensive,Car,7,23608.94,537516,40,No,No,4
M00713,Comprehensive,Car,14,23779.22,277915,10,No,No,3
M00714,Third Party,Bike,8,9072.9,56682,40,No,Yes,2
M00715,Third Party,Bike,8,21531.21,515637,20,No,No,2
M00716,Comprehensive,Truck,11,14902.83,174174,20,No,Yes,3
M00717,Comprehensive,Car,3,24571.0,196568,0,Yes,No,0
M00718,Third Party,Car,8,7551.88,138708,0,No,No,1
M00719,Third Party,Car,12,29050.0,203350,30,Yes,No,0
M00720,Third Party,Truck,2,17345.0,225485,50,No,No,0
M00721,Comprehensive,Bike,13,8519.45,197925,40,No,No,5
M00722,Comprehensive,Car,5,17298.0,294066,40,No,No,0
M00723,Comprehensive,Truck,5,5251.96,56940,0,No,No,4
M00724,Comprehensive,Car,7,12522.01,96971,10,Yes,No,5
M00725,Comprehensive,Car,2,15975.9,282784,20,No,Yes,5
M00726,Comprehensive,Bike,1,16944.34,141144,30,No,No,2
M00727,Comprehensive,Car,12,14362.0,172344,20,No,No,0
M00728,Comprehensive,Car,13,2175.31,38505,40,No,No,2
M00729,Comprehensive,Car,9,3658.41,81627,20,Yes,No,3
M00730,Comprehensive,Truck,5,28466.06,551893,10,No,No,1
M00731,Third Party,Car,13,7907.5,104976,40,No,Yes,5
M00732,Comprehensive,Car,10,1946.39,20680,30,Yes,No,3
M00733,Third Party,Car,14,26075.72,249345,10,No,Yes,3
M00734,Comprehensive,Truck,1,14430.45,359835,10,No,No,4
M00735,Comprehensive,Car,10,3204.6,32700,20,No,No,1
M00736,Third Party,Car,7,16372.98,173960,0,Yes,No,3
M00737,Third Party,Car,5,22925.55,389728,40,No,No,3
M00738,Third Party,Bike,12,18887.54,404733,50,No,Yes,1
M00739,Third Party,Bike,6,11035.78,157654,40,Yes,No,1
M00740,Comprehensive,Car,14,8486.73,144272,50,Yes,No,3
M00741,Comprehensive,Truck,14,9149.28,74688,50,Yes,Yes,1
M00742,Comprehensive,Car,4,8353.08,133125,30,Yes,No,3
M00743,Third Party,Truck,6,24310.99,361620,10,No,Yes,3
M00744,Comprehensive,Car,14,19580.95,191061,30,Yes,Yes,4
M00745,Comprehensive,Car,1,13828.0,207420,40,No,No,0
M00746,Comprehensive,Car,3,3524.76,22470,40,No,No,3
M00747,Comprehensive,Bike,8,2178.19,40824,10,No,No,2
M00748,Comprehensive,Bike,0,3820.87,42270,30,No,No,5
M00749,Third Party,Bike,5,19153.0,459672,0,No,No,0
M00750,Third Party,Bike,6,7602.0,152040,50,No,No,0
M00751,Comprehensive,Bike,7,25331.0,126655,0,No,No,0
M00752,Comprehensive,Truck,2,15968.96,121191,10,Yes,No,4
M00753,Third Party,Car,0,5256.56,61435,50,No,Yes,3
M00754,Comprehensive,Car,14,22666.28,393184,0,No,No,4
M00755,Third Party,Car,11,4244.78,76670,0,No,No,3
M00756,Comprehensive,Truck,7,19467.5,211060,40,No,Yes,4
M00757,Comprehensive,Bike,11,27614.78,329329,20,Yes,No,4
M00758,Third Party,Truck,2,23203.65,205360,10,No,No,5
M00759,Comprehensive,Bike,7,17318.89,198363,0,Yes,No,2
M00760,Third Party,Car,2,23449.37,457614,30,No,No,4
M00761,Third Party,Truck,10,22133.4,342804,20,No,No,5
M00762,Comprehensive,Bike,12,16191.56,99132,0,No,Yes,1
M00763,Third Party,Car,14,2265.58,11795,0,Yes,No,2
M00764,Third Party,Bike,7,5619.07,42644,50,No,No,4
M00765,Third Party,Bike,5,5858.0,76154,50,No,No,0
M00766,Comprehensive,Bike,9,18617.06,94985,40,No,No,1
M00767,Third Party,Truck,7,13949.32,270446,10,No,No,1
M00768,Comprehensive,Car,5,10282.1,216125,20,Yes,No,5
M00769,Comprehensive,Bike,10,26441.38,512639,50,No,No,1
M00770,Comprehensive,Bike,2,19958.07,249372,40,No,No,2
M00771,Third Party,Truck,5,16165.42,385572,30,No,No,4
M00772,Comprehensive,Car,0,19224.0,458524,50,No,No,4
M00773,Comprehensive,Bike,4,28557.0,171342,0,Yes,Yes,0
M00774,Comprehensive,Bike,11,19486.72,366486,0,Yes,No,5
M00775,Third Party,Car,10,3316.0,43108,50,No,No,0
M00776,Comprehensive,Bike,10,27658.54,310453,40,No,No,1
M00777,Comprehensive,Bike,5,13990.0,265810,10,No,No,0
M00778,Third Party,Car,3,14190.87,192088,20,No,No,2
M00779,Comprehensive,Bike,10,22715.16,172389,10,No,No,4
M00780,Comprehensive,Car,9,27260.66,305987,10,Yes,Yes,1
M00781,Third Party,Car,11,23835.0,500535,50,Yes,No,0
M00782,Comprehensive,Car,2,19568.08,108240,40,Yes,Yes,5
M00783,Third Party,Bike,14,17853.84,260260,50,Yes,No,2
M00784,Comprehensive,Car,0,16645.65,294644,10,No,No,2
M00785,Comprehensive,Bike,10,13090.0,170170,10,Yes,No,0
M00786,Comprehensive,Car,4,24643.83,480924,30,No,No,4
M00787,Third Party,Truck,10,22403.0,403254,40,No,Yes,0
M00788,Third Party,Truck,9,24538.22,375585,50,No,No,1
M00789,Comprehensive,Car,9,20978.0,104890,0,No,Yes,0
M00790,Third Party,Bike,7,16446.85,291125,50,No,No,2
M00791,Comprehensive,Bike,6,7377.0,140163,40,No,Yes,0
M00792,Third Party,Car,4,11052.74,215694,30,No,Yes,4
M00793,Third Party,Bike,13,23318.44,283767,50,No,No,5
M00794,Comprehensive,Car,6,17557.0,167886,0,No,No,3
M00795,Third Party,Bike,3,18062.0,325116,50,Yes,No,0
M00796,Third Party,Bike,4,21131.45,274920,30,No,Yes,4
M00797,Third Party,Car,1,7964.65,60445,0,No,No,4
M00798,Comprehensive,Car,10,24520.66,298397,10,No,No,5
M00799,Comprehensive,Car,1,11386.5,225264,50,No,No,2
M00800,Third Party,Car,9,12083.02,144100,0,No,No,4
M00801,Third Party,Bike,1,16452.28,249718,10,Yes,No,4
M00802,Third Party,Car,7,1960.03,21250,30,Yes,No,4
M00803,Third Party,Truck,8,12885.48,69850,30,No,No,4
M00804,Third Party,Truck,7,6294.54,102768,50,No,No,1
M00805,Third Party,Bike,8,19455.94,198530,10,Yes,No,1
M00806,Third Party,Car,5,28385.58,561564,50,Yes,No,2
M00807,Third Party,Truck,14,26524.0,477432,50,No,No,0
M00808,Third Party,Truck,0,23801.71,619320,0,No,No,4
M00809,Comprehensive,Truck,7,16475.76,309859,30,No,No,5
M00810,Third Party,Bike,9,27429.0,164574,20,No,No,0
M00811,Comprehensive,Car,1,23549.85,156318,20,Yes,No,5
M00812,Comprehensive,Car,2,2729.0,51851,0,Yes,No,0
M00813,Comprehensive,Car,6,21424.6,446160,20,Yes,No,2
M00814,Third Party,Car,14,20786.49,338040,0,Yes,Yes,4
M00815,Comprehensive,Car,3,22237.37,120545,50,No,No,4
M00816,Comprehensive,Car,8,17287.81,293888,40,Yes,Yes,3
M00817,Third Party,Bike,1,8172.35,45205,30,Yes,No,5
M00818,Comprehensive,Car,1,2293.0,50446,30,No,No,0
M00819,Comprehensive,Car,12,13017.0,130170,10,Yes,No,0
M00820,Comprehensive,Truck,7,13166.3,161220,30,No,Yes,1
M00821,Comprehensive,Car,13,6575.17,34930,20,Yes,No,3
M00822,Comprehensive,Car,13,14783.3,105595,20,Yes,No,1
M00823,Comprehensive,Car,0,20840.68,489118,0,No,Yes,1
M00824,Comprehensive,Car,14,11765.88,264132,20,No,No,1
M00825,Third Party,Truck,10,23332.0,593676,20,Yes,No,5
M00826,Third Party,Car,11,9893.41,65670,40,Yes,Yes,5
M00827,Third Party,Car,10,28742.85,478848,0,Yes,No,2
M00828,Comprehensive,Car,10,25671.49,427680,50,Yes,No,2
M00829,Third Party,Bike,5,29247.12,656568,40,No,No,1
M00830,Comprehensive,Bike,8,27437.63,612192,20,No,No,3
M00831,Third Party,Car,0,28834.0,403676,10,No,No,0
M00832,Third Party,Car,8,9094.35,181098,20,No,No,5
M00833,Comprehensive,Car,2,8855.68,150544,40,No,No,3
